FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,TailStrike,AccidentRisk
1681,Type B,74,Good,93,0,Clear,3,8856,3.7122229602036376,No,Inconclusive
1682,Type A,66,Poor,84,5,Clear,1,13131,11.524704138332158,No,Highly Likely to Crash
1683,Type C,75,Good,55,0,Clear,1,2397,7.68083065710506,Yes,Inconclusive
1684,Type C,95,Poor,63,4,Clear,0,11932,3.236057553619364,No,Highly Likely to Crash
1685,Type B,97,Average,53,3,Cloudy,2,19451,4.595241678633536,Yes,Inconclusive
1686,Type A,63,Good,94,0,Cloudy,0,8630,8.057075274282388,No,Highly Likely to Crash
1687,Type A,90,Average,100,1,Cloudy,3,12199,1.2749347624754341,Yes,Inconclusive
1688,Type C,85,Good,67,3,Stormy,1,3059,6.937758233391232,No,Inconclusive
1689,Type A,72,Poor,78,5,Clear,3,15244,10.492859651152362,Yes,Highly Likely to Crash
1690,Type A,92,Average,84,2,Clear,1,10030,8.248564194002302,No,Inconclusive
1691,Type B,55,Good,87,2,Clear,3,17496,9.373393575056983,No,Highly Likely to Crash
1692,Type A,96,Poor,65,3,Stormy,1,13687,5.5726536381630964,No,Highly Likely to Crash
1693,Type B,54,Average,69,4,Stormy,0,18768,3.5630601362765812,No,Highly Likely to Crash
1694,Type C,92,Good,73,0,Stormy,1,3634,12.336378064972536,Yes,Less Likely to Crash
1695,Type A,74,Average,84,0,Clear,2,18506,13.678888200109046,No,Inconclusive
1696,Type C,67,Good,93,3,Cloudy,0,16875,8.150367985248511,No,Highly Likely to Crash
1697,Type C,62,Poor,100,1,Stormy,2,19494,5.270576976139472,No,Highly Likely to Crash
1698,Type A,92,Poor,68,5,Stormy,3,15410,8.156867613251798,Yes,Highly Likely to Crash
1699,Type A,63,Average,53,4,Cloudy,3,3569,13.305797288923538,Yes,Highly Likely to Crash
1700,Type C,77,Average,82,1,Stormy,1,6986,10.679688863251643,No,Inconclusive
1701,Type A,67,Good,51,3,Cloudy,1,18139,13.020625208061643,Yes,Highly Likely to Crash
1702,Type B,77,Poor,62,3,Clear,3,3160,5.597311923092705,Yes,Highly Likely to Crash
1703,Type B,100,Good,94,1,Cloudy,0,4952,10.967707796724943,Yes,Inconclusive
1704,Type A,76,Poor,79,2,Cloudy,2,12369,10.142685601162633,No,Highly Likely to Crash
1705,Type C,81,Average,83,3,Clear,3,4676,9.002630449105842,Yes,Inconclusive
1706,Type A,96,Good,79,5,Stormy,0,4186,8.395148113227123,Yes,Highly Likely to Crash
1707,Type A,58,Good,100,4,Clear,2,5737,8.713690363954356,No,Highly Likely to Crash
1708,Type C,89,Poor,73,1,Stormy,1,1290,12.895395256173787,No,Highly Likely to Crash
1709,Type C,81,Poor,97,2,Stormy,0,15327,13.82392301405803,No,Highly Likely to Crash
1710,Type B,69,Poor,93,1,Cloudy,0,14686,2.580046501393335,Yes,Highly Likely to Crash
1711,Type C,77,Average,82,2,Clear,3,8916,8.96280208626468,No,Inconclusive
1712,Type B,82,Good,90,2,Cloudy,2,19918,13.857717914625285,Yes,Inconclusive
1713,Type C,53,Poor,98,5,Clear,3,15254,2.886359792227318,Yes,Highly Likely to Crash
1714,Type A,95,Average,59,4,Clear,1,13567,6.780031226156687,No,Highly Likely to Crash
1715,Type B,83,Poor,67,3,Cloudy,1,17109,2.2471223989126554,No,Highly Likely to Crash
1716,Type B,97,Good,68,2,Stormy,2,9503,2.5886696281363237,No,Inconclusive
1717,Type B,52,Poor,56,3,Stormy,2,14728,13.657551375833465,No,Highly Likely to Crash
1718,Type A,75,Good,68,4,Clear,2,4723,7.246514187626907,No,Highly Likely to Crash
1719,Type A,57,Average,73,3,Stormy,3,4566,10.64235515606438,No,Highly Likely to Crash
1720,Type A,55,Average,64,5,Cloudy,2,746,2.9448019254094664,Yes,Highly Likely to Crash
1721,Type A,65,Poor,90,5,Cloudy,2,18502,1.307264753498581,No,Highly Likely to Crash
1722,Type A,73,Good,91,0,Cloudy,3,12137,13.466775402884096,Yes,Inconclusive
1723,Type B,97,Good,72,5,Clear,1,9112,9.043638953686306,Yes,Highly Likely to Crash
1724,Type A,88,Good,53,2,Clear,1,5660,1.2798285779940959,Yes,Inconclusive
1725,Type B,79,Poor,87,4,Stormy,0,1871,14.89275273299182,Yes,Highly Likely to Crash
1726,Type A,94,Good,53,5,Cloudy,1,8228,7.8906933621926125,Yes,Highly Likely to Crash
1727,Type C,62,Good,54,1,Cloudy,2,4738,7.662271114313862,Yes,Highly Likely to Crash
1728,Type B,54,Good,90,4,Clear,1,19496,9.692798580516698,No,Highly Likely to Crash
1729,Type C,74,Good,93,2,Clear,3,18964,1.1106634787364695,Yes,Inconclusive
1730,Type B,69,Poor,72,4,Clear,1,6419,8.967937231890161,Yes,Highly Likely to Crash
1731,Type C,67,Poor,89,5,Cloudy,1,4824,9.812774655855195,Yes,Highly Likely to Crash
1732,Type A,96,Good,86,1,Cloudy,0,8297,5.157349953443017,No,Inconclusive
1733,Type A,67,Good,60,0,Stormy,0,19619,11.175933736756178,Yes,Highly Likely to Crash
1734,Type A,51,Average,60,2,Cloudy,2,9521,6.284045427051549,Yes,Highly Likely to Crash
1735,Type B,59,Average,62,2,Stormy,3,3558,11.048823882413963,No,Highly Likely to Crash
1736,Type C,94,Good,63,4,Stormy,2,9541,3.0135524983352004,No,Highly Likely to Crash
1737,Type A,99,Good,57,3,Cloudy,3,5834,13.791769424574252,No,Inconclusive
1738,Type C,96,Average,74,3,Stormy,3,1653,13.312403231187643,Yes,Inconclusive
1739,Type C,61,Average,67,1,Stormy,0,5440,3.1087706652287883,No,Highly Likely to Crash
1740,Type A,96,Good,100,0,Clear,1,15107,14.138355119197293,No,Less Likely to Crash
1741,Type A,62,Poor,93,0,Cloudy,1,12521,8.808923818741835,No,Highly Likely to Crash
1742,Type C,99,Poor,93,4,Stormy,0,3579,10.823095497109557,Yes,Highly Likely to Crash
1743,Type A,96,Good,67,4,Stormy,2,17286,12.7641130932714,No,Highly Likely to Crash
1744,Type A,60,Good,59,3,Stormy,1,19859,2.1699792591200513,Yes,Highly Likely to Crash
1745,Type A,68,Average,56,5,Cloudy,2,13414,3.3699810045263314,Yes,Highly Likely to Crash
1746,Type B,84,Average,99,0,Clear,1,8036,5.065472900803465,No,Inconclusive
1747,Type C,88,Poor,93,5,Clear,2,1480,7.680862739418191,Yes,Highly Likely to Crash
1748,Type C,75,Good,63,0,Cloudy,3,7180,5.8447630881823684,Yes,Inconclusive
1749,Type B,95,Average,64,5,Cloudy,3,13864,8.081849277188741,Yes,Highly Likely to Crash
1750,Type C,63,Poor,65,5,Cloudy,1,10986,3.602838382812308,No,Highly Likely to Crash
1751,Type A,94,Poor,51,0,Cloudy,2,2884,10.550157959064306,Yes,Highly Likely to Crash
1752,Type C,93,Poor,79,1,Clear,2,12044,1.7802883365722362,No,Highly Likely to Crash
1753,Type A,73,Average,79,1,Stormy,3,12820,6.060293086911462,Yes,Inconclusive
1754,Type B,90,Average,67,4,Stormy,2,9490,3.5064654253957164,No,Highly Likely to Crash
1755,Type A,50,Good,80,5,Cloudy,0,11287,11.219065806189525,Yes,Highly Likely to Crash
1756,Type C,100,Good,93,5,Cloudy,2,1866,13.371146743618759,Yes,Highly Likely to Crash
1757,Type C,92,Poor,97,5,Stormy,3,3438,2.1030069288486484,No,Highly Likely to Crash
1758,Type C,71,Poor,62,5,Clear,0,18146,11.9905299821296,Yes,Highly Likely to Crash
1759,Type B,72,Average,69,5,Cloudy,0,6687,13.540112112109432,No,Highly Likely to Crash
1760,Type B,68,Average,98,3,Cloudy,2,8995,14.635583032596772,No,Highly Likely to Crash
1761,Type C,67,Good,99,2,Clear,3,10385,9.111407513231246,Yes,Highly Likely to Crash
1762,Type A,61,Good,84,5,Clear,3,19200,5.583486404103695,No,Highly Likely to Crash
1763,Type B,77,Good,72,3,Clear,3,15518,5.507630398142623,Yes,Inconclusive
1764,Type C,77,Average,91,1,Cloudy,0,17805,6.305581110122336,No,Inconclusive
1765,Type C,82,Poor,82,5,Clear,3,7614,9.577343702586777,No,Highly Likely to Crash
1766,Type B,68,Good,87,1,Cloudy,0,7074,7.86322016994775,No,Highly Likely to Crash
1767,Type B,77,Good,84,4,Cloudy,0,6029,10.15089036969569,Yes,Highly Likely to Crash
1768,Type B,98,Average,100,2,Clear,1,4309,1.5503942294140662,Yes,Inconclusive
1769,Type A,86,Good,85,0,Stormy,2,14036,2.4823417053355916,Yes,Inconclusive
1770,Type A,75,Poor,69,2,Clear,3,18050,14.671552991974655,Yes,Highly Likely to Crash
1771,Type C,84,Average,52,5,Stormy,0,9231,14.93539703060734,No,Highly Likely to Crash
1772,Type B,83,Good,57,5,Clear,2,5831,11.453223439951458,Yes,Highly Likely to Crash
1773,Type A,84,Good,89,2,Clear,0,18344,4.589560102534417,Yes,Inconclusive
1774,Type B,89,Average,81,2,Cloudy,2,5187,14.3473442816077,No,Inconclusive
1775,Type C,65,Average,78,4,Cloudy,0,5857,3.9918391130838495,Yes,Highly Likely to Crash
1776,Type A,87,Good,56,1,Cloudy,3,827,11.24003851398648,Yes,Inconclusive
1777,Type A,62,Poor,51,0,Cloudy,1,10785,2.6136163636885437,No,Highly Likely to Crash
1778,Type A,72,Average,70,2,Cloudy,1,10823,10.084662979837677,Yes,Inconclusive
1779,Type C,71,Poor,55,0,Cloudy,1,5791,11.633210046985903,Yes,Highly Likely to Crash
1780,Type B,65,Good,77,2,Cloudy,0,8925,13.034962024233156,Yes,Highly Likely to Crash
1781,Type A,77,Poor,97,1,Stormy,2,16040,11.280285955632147,Yes,Highly Likely to Crash
1782,Type C,97,Good,91,0,Stormy,3,3622,13.928794974976327,Yes,Less Likely to Crash
1783,Type B,84,Good,85,3,Cloudy,3,5376,8.292925610610151,No,Inconclusive
1784,Type C,94,Good,81,1,Stormy,0,19612,10.484000496506589,Yes,Inconclusive
1785,Type B,95,Good,94,0,Clear,1,14206,6.173701191236928,Yes,Less Likely to Crash
1786,Type C,57,Poor,91,2,Stormy,0,9624,1.1454522900503752,Yes,Highly Likely to Crash
1787,Type B,93,Good,95,2,Cloudy,2,2323,11.593701376542766,Yes,Inconclusive
1788,Type A,71,Good,58,1,Stormy,1,4573,13.178049070196879,Yes,Inconclusive
1789,Type B,70,Poor,60,1,Clear,0,18114,3.4349426781361783,Yes,Highly Likely to Crash
1790,Type C,75,Average,72,2,Stormy,2,10887,1.4009705233140757,Yes,Inconclusive
1791,Type C,89,Poor,99,0,Cloudy,1,4895,3.303025837020491,Yes,Highly Likely to Crash
1792,Type B,70,Poor,60,3,Clear,3,6551,13.534050105350047,No,Highly Likely to Crash
1793,Type A,74,Poor,98,4,Clear,2,1976,5.1371454511986165,Yes,Highly Likely to Crash
1794,Type A,90,Good,51,1,Stormy,3,18907,4.271857607951404,Yes,Inconclusive
1795,Type B,50,Good,52,2,Clear,2,19480,1.204257547805029,Yes,Highly Likely to Crash
1796,Type B,55,Good,60,0,Clear,1,7621,5.158772060940927,No,Highly Likely to Crash
1797,Type C,72,Average,99,1,Clear,0,2930,11.018947078311308,Yes,Inconclusive
1798,Type A,100,Good,84,0,Cloudy,0,8454,14.427250037267076,No,Less Likely to Crash
1799,Type B,72,Average,64,1,Clear,0,12381,5.378377254126866,Yes,Inconclusive
1800,Type A,92,Good,92,2,Stormy,0,17417,4.369594482949705,Yes,Inconclusive
1801,Type B,92,Poor,60,0,Stormy,2,18140,13.43296628647688,Yes,Highly Likely to Crash
1802,Type B,72,Good,80,2,Clear,0,18541,12.9350679116512,Yes,Inconclusive
1803,Type A,81,Average,77,0,Stormy,0,12585,5.594245882011609,No,Inconclusive
1804,Type B,79,Average,77,1,Clear,2,18636,1.9632721525987558,No,Inconclusive
1805,Type B,62,Good,81,4,Stormy,2,3478,14.887852166534397,Yes,Highly Likely to Crash
1806,Type C,92,Poor,74,4,Clear,1,4832,10.529860024464988,Yes,Highly Likely to Crash
1807,Type B,67,Good,69,3,Clear,2,3513,13.97212695917788,Yes,Highly Likely to Crash
1808,Type B,72,Good,77,3,Clear,3,15589,5.7862426404724605,Yes,Inconclusive
1809,Type B,64,Good,74,5,Cloudy,1,14508,10.067595867161918,No,Highly Likely to Crash
1810,Type C,82,Poor,60,2,Stormy,1,18648,10.44296122289258,Yes,Highly Likely to Crash
1811,Type A,70,Average,68,0,Clear,0,18006,13.220676545544867,No,Inconclusive
1812,Type C,88,Poor,77,3,Cloudy,0,4330,14.902812519624057,No,Highly Likely to Crash
1813,Type C,72,Average,50,1,Cloudy,3,3458,2.521326499335813,No,Inconclusive
1814,Type A,76,Average,54,4,Clear,0,2040,9.83563583602604,Yes,Highly Likely to Crash
1815,Type C,94,Average,59,0,Clear,2,9214,5.710159277076206,Yes,Inconclusive
1816,Type A,93,Poor,91,5,Clear,2,11699,12.363217978841707,No,Highly Likely to Crash
1817,Type C,67,Good,95,4,Clear,0,7553,11.558071786450192,No,Highly Likely to Crash
1818,Type A,73,Good,83,0,Clear,0,6170,13.495259339134792,No,Inconclusive
1819,Type B,100,Good,85,3,Stormy,2,11190,5.811840281926763,Yes,Inconclusive
1820,Type C,96,Good,51,3,Clear,1,14762,3.5834248182087105,Yes,Inconclusive
1821,Type C,89,Good,67,2,Clear,3,15847,1.3052234801162974,No,Inconclusive
1822,Type C,100,Poor,62,5,Stormy,3,10781,4.577093572054956,Yes,Highly Likely to Crash
1823,Type C,91,Poor,100,0,Cloudy,1,18622,6.1404015565732335,Yes,Highly Likely to Crash
1824,Type B,56,Poor,54,5,Stormy,3,3033,14.244937803271888,Yes,Highly Likely to Crash
1825,Type C,99,Poor,69,1,Cloudy,0,11256,7.879216873861538,No,Highly Likely to Crash
1826,Type B,97,Poor,51,5,Cloudy,0,19302,8.790153057523053,Yes,Highly Likely to Crash
1827,Type B,69,Poor,60,3,Stormy,0,5576,13.321802668673607,Yes,Highly Likely to Crash
1828,Type B,76,Poor,79,2,Clear,3,17368,13.39097319269797,No,Highly Likely to Crash
1829,Type B,55,Good,81,3,Cloudy,1,17548,8.390821571884828,No,Highly Likely to Crash
1830,Type A,76,Average,81,4,Clear,0,17511,2.5918489822666446,Yes,Highly Likely to Crash
1831,Type A,58,Poor,99,3,Stormy,1,10376,4.787226305537215,No,Highly Likely to Crash
1832,Type C,94,Average,87,0,Cloudy,2,4787,7.396434800085711,No,Inconclusive
1833,Type A,80,Poor,77,2,Clear,2,14556,11.516372932490412,Yes,Highly Likely to Crash
1834,Type A,70,Poor,59,0,Cloudy,2,15671,10.963544476607572,No,Highly Likely to Crash
1835,Type C,75,Good,71,1,Cloudy,3,9936,9.997915294196714,No,Inconclusive
1836,Type C,89,Average,66,1,Stormy,3,5666,13.323437837232822,Yes,Inconclusive
1837,Type C,97,Good,71,3,Clear,0,10866,12.237049716299756,Yes,Inconclusive
1838,Type A,94,Good,92,2,Clear,2,11466,14.749599371306825,Yes,Inconclusive
1839,Type A,62,Average,68,5,Cloudy,1,13483,13.448219293064179,No,Highly Likely to Crash
1840,Type C,98,Good,66,2,Clear,3,12810,3.739189989807999,Yes,Inconclusive
1841,Type B,72,Poor,73,2,Cloudy,1,11890,1.8066319172855387,No,Highly Likely to Crash
1842,Type C,69,Poor,85,2,Stormy,1,13564,6.803153216620526,Yes,Highly Likely to Crash
1843,Type B,86,Poor,81,3,Stormy,0,10736,9.645062312617906,Yes,Highly Likely to Crash
1844,Type B,77,Poor,95,0,Clear,0,7976,10.00344899573055,No,Highly Likely to Crash
1845,Type C,66,Poor,85,3,Stormy,1,1207,4.745178661257022,No,Highly Likely to Crash
1846,Type C,77,Good,77,5,Stormy,1,9124,13.038333502281384,Yes,Highly Likely to Crash
1847,Type C,90,Good,63,0,Clear,1,16825,5.609450491035978,No,Less Likely to Crash
1848,Type A,51,Poor,85,5,Cloudy,1,547,13.867604489364009,Yes,Highly Likely to Crash
1849,Type B,74,Poor,55,4,Stormy,2,2414,7.602419618245101,No,Highly Likely to Crash
1850,Type A,99,Good,58,4,Clear,1,17989,1.1454693245857044,Yes,Highly Likely to Crash
1851,Type A,90,Average,70,0,Clear,3,15890,3.2685783567264464,Yes,Inconclusive
1852,Type C,55,Good,61,3,Clear,0,17451,2.4324695931699667,No,Highly Likely to Crash
1853,Type A,60,Good,79,5,Stormy,3,9171,1.6163611412043069,Yes,Highly Likely to Crash
1854,Type C,87,Good,80,5,Stormy,0,17750,10.996242351349464,Yes,Highly Likely to Crash
1855,Type B,55,Good,89,1,Cloudy,0,11952,3.692422222845631,No,Highly Likely to Crash
1856,Type C,94,Good,53,5,Cloudy,0,1528,12.740677121690807,No,Highly Likely to Crash
1857,Type A,60,Average,80,3,Cloudy,3,2313,4.70256360340202,Yes,Highly Likely to Crash
1858,Type A,63,Poor,76,1,Cloudy,0,6013,1.4525794908717806,No,Highly Likely to Crash
1859,Type C,51,Poor,74,3,Cloudy,1,1550,12.489454815653207,Yes,Highly Likely to Crash
1860,Type C,89,Average,54,2,Cloudy,1,6778,7.52604190743382,Yes,Inconclusive
1861,Type A,52,Poor,55,5,Clear,2,12298,9.393076163765915,No,Highly Likely to Crash
1862,Type B,84,Poor,54,2,Cloudy,2,18536,5.707182040981884,Yes,Highly Likely to Crash
1863,Type B,82,Poor,100,4,Stormy,2,15227,1.6445655461789854,Yes,Highly Likely to Crash
1864,Type C,73,Average,76,4,Cloudy,1,5208,6.182479248297745,Yes,Highly Likely to Crash
1865,Type B,68,Average,57,0,Stormy,3,9976,8.25600918411001,Yes,Highly Likely to Crash
1866,Type A,67,Poor,58,5,Cloudy,2,5818,1.1636124495126596,Yes,Highly Likely to Crash
1867,Type C,98,Poor,64,1,Clear,1,6359,9.040060450853463,No,Highly Likely to Crash
1868,Type A,73,Poor,85,2,Clear,0,13173,13.50259016382842,No,Highly Likely to Crash
1869,Type A,94,Good,90,3,Stormy,3,7093,4.049767313880368,Yes,Inconclusive
1870,Type B,84,Good,56,5,Cloudy,3,5410,13.974768256077583,No,Highly Likely to Crash
1871,Type C,50,Good,81,0,Clear,1,3754,2.366519263530204,No,Highly Likely to Crash
1872,Type C,85,Average,57,3,Clear,1,4953,12.556108903119503,No,Inconclusive
1873,Type B,74,Poor,96,2,Cloudy,0,19307,12.7645410162302,No,Highly Likely to Crash
1874,Type A,94,Average,100,5,Stormy,0,8437,4.608638080573945,Yes,Highly Likely to Crash
1875,Type A,98,Average,64,2,Stormy,0,4677,14.409807710718542,No,Inconclusive
1876,Type A,92,Average,86,5,Stormy,3,3929,6.8323821599648875,No,Highly Likely to Crash
1877,Type A,83,Poor,68,5,Clear,3,684,2.9775852245183136,No,Highly Likely to Crash
1878,Type C,74,Good,88,2,Cloudy,2,3633,9.284002311580334,No,Inconclusive
1879,Type C,65,Poor,55,2,Clear,2,5478,14.952605856633728,No,Highly Likely to Crash
1880,Type B,83,Poor,68,3,Clear,2,9198,13.590081685430121,No,Highly Likely to Crash
1881,Type B,78,Average,77,0,Clear,3,14273,4.900439565611435,Yes,Inconclusive
1882,Type C,68,Average,66,2,Clear,0,18816,9.077812391297257,No,Highly Likely to Crash
1883,Type C,72,Average,91,4,Cloudy,2,6674,2.6151472354754324,No,Highly Likely to Crash
1884,Type A,68,Good,68,0,Clear,0,18080,7.4658272607192515,No,Highly Likely to Crash
1885,Type A,74,Good,80,4,Clear,0,12377,8.322980947676541,No,Highly Likely to Crash
1886,Type B,65,Good,60,3,Stormy,0,18222,5.4138961766358,Yes,Highly Likely to Crash
1887,Type C,100,Poor,64,2,Clear,2,14957,7.778619161118079,Yes,Highly Likely to Crash
1888,Type B,58,Average,59,0,Cloudy,2,14062,13.879138414536431,No,Highly Likely to Crash
1889,Type C,50,Poor,92,2,Clear,0,19504,8.00192692051623,No,Highly Likely to Crash
1890,Type A,91,Good,72,5,Cloudy,2,7046,12.633864347946364,No,Highly Likely to Crash
1891,Type B,68,Average,52,2,Cloudy,1,12206,5.443466008288074,No,Highly Likely to Crash
1892,Type B,82,Good,52,0,Cloudy,2,10852,14.599659113214743,Yes,Inconclusive
1893,Type C,83,Average,67,2,Stormy,0,2229,2.3084852682325967,No,Inconclusive
1894,Type A,65,Average,74,2,Stormy,0,10109,9.19821305578785,Yes,Highly Likely to Crash
1895,Type B,93,Poor,92,1,Clear,3,12706,12.058429132335236,Yes,Highly Likely to Crash
1896,Type A,89,Poor,69,1,Clear,3,518,12.396573808343438,No,Highly Likely to Crash
1897,Type B,67,Good,78,0,Clear,0,17348,3.775935551018587,No,Highly Likely to Crash
1898,Type A,83,Poor,71,0,Cloudy,1,9382,6.623042441589806,Yes,Highly Likely to Crash
1899,Type C,74,Poor,99,5,Cloudy,3,16768,9.738746414497443,No,Highly Likely to Crash
1900,Type B,94,Poor,64,5,Cloudy,0,5810,5.422357936813833,Yes,Highly Likely to Crash
1901,Type B,55,Average,88,2,Clear,3,14304,10.21614421298872,No,Highly Likely to Crash
1902,Type A,70,Poor,59,4,Clear,3,11753,6.302929398377835,No,Highly Likely to Crash
1903,Type A,55,Good,70,0,Clear,0,17046,5.912128516193112,No,Highly Likely to Crash
1904,Type B,81,Average,78,2,Clear,2,10327,2.512954400865734,No,Inconclusive
1905,Type C,90,Average,81,4,Stormy,1,11438,1.5495403039426403,Yes,Highly Likely to Crash
1906,Type A,97,Poor,59,1,Stormy,2,794,12.693833060170547,No,Highly Likely to Crash
1907,Type A,92,Average,62,5,Stormy,0,7740,7.853622890185039,No,Highly Likely to Crash
1908,Type A,88,Good,96,0,Clear,0,7344,8.880223864926094,No,Inconclusive
1909,Type B,80,Good,72,2,Stormy,1,2085,6.211094315398728,Yes,Inconclusive
1910,Type B,91,Average,99,1,Stormy,0,11041,2.9143886366327862,No,Inconclusive
1911,Type B,59,Poor,72,3,Clear,3,5927,7.29400796767689,Yes,Highly Likely to Crash
1912,Type B,79,Poor,80,1,Stormy,1,16120,4.2053990924363625,Yes,Highly Likely to Crash
1913,Type C,67,Average,53,2,Clear,2,17078,12.727562654880947,No,Highly Likely to Crash
1914,Type C,73,Good,98,5,Clear,1,9533,14.815039533042858,Yes,Highly Likely to Crash
1915,Type B,58,Average,52,4,Clear,2,14654,13.447345896661279,No,Highly Likely to Crash
1916,Type C,80,Poor,70,3,Cloudy,0,16836,8.395839722958826,No,Highly Likely to Crash
1917,Type A,64,Poor,51,3,Clear,2,12699,9.793844432548623,No,Highly Likely to Crash
1918,Type A,53,Average,53,5,Stormy,2,13276,14.273715598349336,Yes,Highly Likely to Crash
1919,Type A,89,Good,50,3,Stormy,2,3431,8.541547070242153,Yes,Inconclusive
1920,Type B,58,Average,64,0,Clear,1,15343,9.940247726081708,Yes,Highly Likely to Crash
1921,Type A,94,Good,82,2,Cloudy,3,6199,9.809213052392595,No,Inconclusive
1922,Type C,58,Good,55,3,Cloudy,2,8136,10.913696125374512,No,Highly Likely to Crash
1923,Type B,75,Average,56,1,Cloudy,1,2360,9.963991394096464,Yes,Inconclusive
1924,Type C,53,Average,68,4,Stormy,1,17814,10.389875572778019,Yes,Highly Likely to Crash
1925,Type A,66,Good,93,2,Cloudy,3,15489,11.162522611259176,No,Highly Likely to Crash
1926,Type A,65,Good,50,5,Cloudy,1,18818,12.327389215351284,Yes,Highly Likely to Crash
1927,Type A,64,Good,88,1,Clear,0,15737,6.6427695696820575,No,Highly Likely to Crash
1928,Type B,84,Good,68,0,Cloudy,0,4867,11.441675779648095,No,Inconclusive
1929,Type C,54,Poor,94,3,Cloudy,0,14154,2.402852628155472,Yes,Highly Likely to Crash
1930,Type B,54,Average,75,1,Cloudy,3,2671,13.2666338513814,No,Highly Likely to Crash
1931,Type B,69,Good,93,2,Clear,1,3794,5.060620310728685,No,Highly Likely to Crash
1932,Type A,64,Average,61,1,Clear,0,14301,6.648444397221971,Yes,Highly Likely to Crash
1933,Type B,67,Good,71,0,Cloudy,2,5247,12.250545777205119,Yes,Highly Likely to Crash
1934,Type B,96,Average,62,4,Stormy,1,4892,9.917818533274081,Yes,Highly Likely to Crash
1935,Type A,51,Average,77,3,Stormy,0,5738,5.320791857916354,No,Highly Likely to Crash
