FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,AccidentOccurred
2432,A320,7.51,3.63,4.69,No,Fog,Yes,6.0,3.89,Yes
2433,A350,9.98,2.43,6.29,Yes,Rain,No,4.1,1.96,No
2434,A320,1.52,1.18,7.47,No,Clear,No,8.36,5.34,No
2435,B787,0.1,3.11,7.25,No,Rain,Yes,8.84,4.08,Yes
2436,A380,4.85,1.63,7.9,Yes,Rain,No,5.73,6.77,No
2437,A320,7.7,8.62,0.63,Yes,Thunderstorm,No,1.51,4.35,Yes
2438,A350,5.69,6.75,6.85,No,Clear,Yes,9.57,5.88,Yes
2439,A320,5.83,3.92,3.11,Yes,Fog,No,3.01,0.2,Yes
2440,A320,7.42,0.6,1.55,No,Snow,No,9.37,3.46,Yes
2441,A380,6.13,4.49,1.5,Yes,Snow,Yes,6.61,6.3,No
2442,A350,6.13,4.95,2.15,No,Rain,Yes,3.76,1.28,Yes
2443,A320,0.11,4.97,5.8,No,Rain,No,6.36,3.7,No
2444,A320,0.08,5.21,9.86,No,Rain,No,8.72,9.1,Yes
2445,A380,2.8,9.9,0.59,No,Rain,No,2.13,7.35,No
2446,B737,7.64,8.61,3.11,Yes,Thunderstorm,No,8.52,9.82,Yes
2447,A320,5.87,7.79,3.41,Yes,Rain,No,7.48,5.0,Yes
2448,A350,4.89,8.07,6.1,No,Thunderstorm,Yes,3.17,1.54,Yes
2449,B787,2.05,8.39,2.67,Yes,Clear,Yes,2.3,2.57,Yes
2450,B737,1.72,9.07,2.2,Yes,Fog,No,9.78,3.82,Yes
2451,A380,0.75,0.28,4.61,Yes,Clear,Yes,2.24,0.53,No
2452,B737,4.87,4.8,6.36,No,Thunderstorm,No,4.06,4.44,Yes
2453,B737,5.45,4.66,9.92,Yes,Clear,Yes,5.28,7.6,No
2454,A350,5.51,3.64,8.25,Yes,Snow,Yes,6.59,6.5,No
2455,A320,4.29,6.25,0.0,No,Rain,No,6.05,9.75,No
2456,A380,5.03,1.71,5.53,Yes,Rain,Yes,7.68,5.86,No
2457,A380,6.71,8.55,2.76,Yes,Thunderstorm,No,7.54,8.83,Yes
2458,B737,7.1,1.86,9.55,Yes,Thunderstorm,Yes,0.46,7.7,Yes
2459,A350,2.39,5.72,2.74,Yes,Fog,Yes,9.22,8.87,Yes
2460,B787,3.89,0.11,6.15,Yes,Thunderstorm,No,8.59,6.45,Yes
2461,A320,5.3,4.59,1.95,No,Snow,No,6.33,9.26,No
2462,A380,4.71,9.08,1.0,Yes,Snow,No,5.93,4.03,No
2463,A380,3.2,5.95,9.38,No,Snow,No,3.87,3.42,Yes
2464,A320,2.53,4.13,2.42,No,Snow,Yes,9.43,3.76,Yes
2465,A380,2.21,6.15,8.11,Yes,Rain,No,3.18,2.33,No
2466,A320,7.04,9.97,0.21,Yes,Thunderstorm,No,2.87,5.79,No
2467,B787,1.27,8.77,9.98,Yes,Rain,Yes,2.06,2.78,No
2468,A380,5.14,1.7,2.0,Yes,Snow,No,7.66,2.4,No
2469,A350,4.36,0.89,0.04,No,Fog,Yes,0.95,9.84,No
2470,A320,2.02,9.23,4.62,No,Snow,No,0.03,9.54,Yes
2471,A380,0.94,4.27,0.01,Yes,Snow,No,4.25,7.82,No
2472,A380,3.13,3.57,3.23,No,Thunderstorm,Yes,4.47,3.93,Yes
2473,A320,3.84,4.35,2.36,Yes,Clear,No,0.75,0.68,Yes
2474,B787,6.41,0.43,8.76,No,Snow,No,3.34,2.4,No
2475,B787,7.21,9.43,1.71,Yes,Snow,Yes,6.15,0.4,No
2476,B787,7.6,4.33,1.27,No,Rain,No,1.04,8.81,Yes
2477,B737,5.86,7.35,5.97,No,Snow,Yes,9.67,7.62,Yes
2478,A320,5.29,8.58,5.04,Yes,Rain,Yes,4.54,6.82,No
2479,A380,8.26,3.81,6.84,No,Fog,Yes,4.15,7.17,Yes
2480,B787,1.48,6.28,9.86,Yes,Rain,Yes,5.66,1.46,Yes
2481,A350,0.18,1.79,0.47,No,Fog,No,6.53,9.67,No
2482,A380,7.07,10.0,7.05,No,Rain,No,2.85,3.59,No
2483,B737,2.38,2.47,2.18,Yes,Fog,No,2.65,0.25,No
2484,A320,6.99,6.89,2.02,No,Fog,No,2.47,2.71,Yes
2485,A380,9.31,0.29,3.83,No,Snow,Yes,9.33,4.68,No
2486,A320,6.83,1.61,6.99,No,Thunderstorm,No,7.18,9.78,Yes
2487,A380,6.58,0.69,4.76,No,Rain,No,3.44,9.9,Yes
2488,B787,3.48,5.33,9.45,No,Rain,Yes,5.21,3.72,Yes
2489,A320,5.48,3.85,9.48,No,Clear,Yes,0.64,5.39,No
2490,B787,2.82,1.49,3.97,No,Thunderstorm,Yes,9.14,8.92,Yes
2491,B737,0.12,0.33,1.6,No,Thunderstorm,No,0.27,9.2,Yes
2492,A380,2.21,3.17,3.11,No,Rain,Yes,5.71,1.86,No
2493,A380,6.98,3.66,6.37,Yes,Clear,No,1.3,9.76,No
2494,A380,8.02,6.66,6.41,No,Thunderstorm,Yes,3.65,9.73,Yes
2495,A350,0.48,6.32,6.74,No,Fog,No,2.27,3.3,Yes
2496,B787,6.07,3.7,3.37,No,Rain,No,2.26,1.13,No
2497,B787,8.56,3.38,9.19,No,Fog,Yes,3.7,6.03,No
2498,A350,7.04,4.16,0.13,Yes,Rain,Yes,6.83,1.13,No
2499,B737,5.12,2.43,0.98,No,Fog,No,3.78,2.51,Yes
2500,A350,2.27,0.17,4.81,Yes,Clear,Yes,7.42,5.27,Yes
2501,A320,8.66,2.35,1.95,No,Fog,No,4.4,0.29,Yes
2502,A380,8.35,7.29,8.62,Yes,Clear,No,3.39,2.34,Yes
2503,A380,9.48,0.26,7.4,No,Thunderstorm,No,8.97,9.48,Yes
2504,A350,9.49,7.86,9.9,No,Snow,Yes,0.46,5.54,Yes
2505,B787,9.6,1.25,8.05,Yes,Thunderstorm,Yes,7.52,4.54,No
2506,A380,3.49,9.0,2.46,No,Clear,Yes,7.11,3.64,No
2507,B787,1.95,5.91,2.46,Yes,Snow,Yes,5.94,8.93,Yes
2508,A380,0.14,7.26,0.93,No,Snow,Yes,0.93,9.59,Yes
2509,A380,8.69,2.4,1.66,Yes,Fog,No,7.33,1.86,Yes
2510,B787,0.17,1.18,2.76,Yes,Snow,Yes,7.82,8.17,No
2511,A320,1.53,5.21,9.62,Yes,Fog,Yes,4.24,6.75,No
2512,B737,7.57,3.09,9.76,No,Clear,Yes,8.39,8.65,No
2513,A380,7.54,7.39,5.76,No,Rain,No,1.45,0.02,No
2514,A320,9.15,7.99,4.08,No,Snow,Yes,6.63,5.31,No
2515,A350,9.03,1.86,7.97,No,Thunderstorm,No,2.3,4.12,Yes
2516,A320,3.98,4.61,8.79,No,Snow,No,3.73,4.67,No
2517,B787,9.74,4.27,7.13,Yes,Snow,No,1.55,8.13,Yes
2518,A380,4.49,0.9,3.98,No,Snow,Yes,9.04,5.44,Yes
2519,A380,2.76,0.22,3.58,Yes,Fog,No,2.7,9.6,No
2520,A380,6.99,6.01,6.91,No,Thunderstorm,Yes,4.85,7.98,No
2521,A350,9.82,3.46,9.46,Yes,Rain,Yes,8.13,5.6,Yes
2522,A350,7.82,6.25,8.84,No,Thunderstorm,Yes,5.47,7.65,No
2523,A350,8.62,7.7,1.81,Yes,Snow,No,5.94,0.56,Yes
2524,A320,3.09,0.17,5.11,No,Clear,Yes,1.43,1.15,No
2525,B737,3.51,5.56,6.92,Yes,Snow,No,2.34,5.12,Yes
2526,B787,0.13,4.12,5.56,Yes,Fog,Yes,2.39,4.77,Yes
2527,A350,3.6,4.37,1.91,Yes,Fog,No,7.17,4.41,No
2528,B737,4.77,2.95,3.61,Yes,Snow,No,6.02,3.5,No
2529,A350,5.31,1.28,2.04,No,Rain,Yes,0.57,3.39,Yes
2530,A380,4.21,2.71,8.69,Yes,Clear,Yes,2.11,0.81,No
2531,B737,4.82,6.48,4.04,Yes,Snow,Yes,5.53,7.65,Yes
2532,B787,0.97,2.6,9.04,No,Clear,No,1.38,1.26,Yes
2533,B787,8.4,8.36,3.7,No,Rain,No,1.95,8.75,No
2534,B737,6.4,6.81,4.17,No,Thunderstorm,Yes,2.89,6.23,Yes
2535,B737,1.91,2.43,2.6,Yes,Snow,Yes,9.35,1.57,Yes
2536,A380,6.34,3.22,3.91,Yes,Snow,Yes,0.76,4.05,Yes
2537,A320,1.73,3.3,3.74,Yes,Clear,No,8.92,2.04,Yes
2538,B787,4.21,5.34,9.02,Yes,Clear,No,1.46,6.75,Yes
2539,B787,6.54,0.46,4.93,No,Rain,No,6.18,5.16,No
2540,A380,6.09,6.22,7.21,No,Fog,No,3.13,3.11,No
2541,A320,9.63,6.84,0.45,No,Snow,Yes,7.79,3.22,No
2542,B787,6.08,7.5,3.76,Yes,Rain,No,5.4,3.32,Yes
2543,B787,0.36,4.26,9.38,No,Rain,No,7.25,5.4,Yes
2544,A320,9.29,3.27,3.95,No,Thunderstorm,No,2.69,5.73,No
2545,A380,7.24,7.11,7.45,Yes,Rain,No,9.52,1.22,No
2546,B737,5.22,3.75,4.3,Yes,Clear,Yes,4.85,3.78,Yes
2547,A320,3.85,2.44,0.39,Yes,Snow,Yes,6.98,6.5,No
2548,A320,0.58,8.12,7.4,No,Thunderstorm,Yes,7.41,1.04,Yes
2549,A380,3.43,8.79,5.38,No,Snow,No,2.31,4.46,Yes
2550,A320,6.93,4.14,4.93,Yes,Thunderstorm,Yes,3.66,4.09,No
2551,B787,5.32,8.52,8.29,Yes,Snow,No,1.11,8.29,Yes
2552,B787,7.35,3.85,6.42,Yes,Snow,No,3.73,4.09,Yes
2553,B737,6.5,8.05,6.09,Yes,Rain,No,8.94,8.76,No
2554,B737,5.98,4.68,3.75,Yes,Rain,No,3.48,3.97,No
2555,B737,2.34,1.45,9.56,No,Thunderstorm,Yes,9.62,9.95,Yes
2556,B787,5.08,2.56,5.17,No,Snow,No,3.55,8.96,Yes
2557,A350,5.05,4.36,3.06,Yes,Thunderstorm,Yes,5.19,6.31,Yes
2558,A320,0.44,5.0,7.18,No,Fog,Yes,2.84,2.54,No
2559,B737,6.55,1.68,8.31,Yes,Fog,Yes,0.54,9.11,No
2560,B787,7.95,6.71,9.04,Yes,Rain,Yes,1.18,4.69,Yes
2561,B737,3.85,7.61,0.5,No,Snow,Yes,3.59,5.48,No
2562,A320,6.75,2.79,8.47,No,Thunderstorm,No,6.52,7.79,No
2563,A320,0.06,9.33,0.72,No,Fog,Yes,1.39,7.96,Yes
2564,A380,8.87,2.96,2.03,No,Snow,Yes,8.59,7.36,No
2565,B737,6.62,8.14,3.26,Yes,Thunderstorm,Yes,0.97,0.9,No
2566,A320,9.39,4.83,0.9,Yes,Clear,No,5.41,0.88,Yes
2567,A320,3.82,8.65,0.17,Yes,Thunderstorm,Yes,6.17,3.51,No
2568,A380,8.22,5.05,5.68,No,Snow,Yes,1.75,0.71,No
2569,A350,6.04,0.83,7.19,No,Fog,No,0.34,8.39,No
2570,A380,4.63,1.55,7.98,No,Rain,No,6.82,7.02,No
2571,B737,9.95,4.91,8.68,Yes,Clear,Yes,6.44,3.32,Yes
2572,A380,1.57,8.89,1.02,Yes,Fog,No,5.0,7.48,Yes
2573,B787,2.66,5.99,8.15,No,Fog,Yes,7.6,2.38,No
2574,A320,1.99,5.77,4.38,No,Snow,No,5.63,2.14,No
2575,A380,1.05,4.68,1.15,No,Clear,Yes,1.59,9.86,No
2576,A350,1.87,0.57,7.28,No,Clear,Yes,1.18,0.95,No
2577,B737,5.92,1.48,1.64,No,Snow,No,4.6,8.27,No
2578,B737,3.19,1.57,2.18,Yes,Clear,Yes,9.12,5.53,No
2579,A350,9.51,5.74,6.94,No,Snow,Yes,6.71,5.23,No
2580,A380,6.69,1.83,6.35,Yes,Clear,No,6.08,7.01,No
2581,A350,2.13,5.35,0.06,Yes,Clear,No,9.16,1.53,No
2582,A320,6.78,4.58,8.59,Yes,Clear,Yes,6.76,6.38,No
2583,B787,6.94,1.49,8.32,No,Snow,Yes,8.98,9.37,No
2584,A350,2.89,1.19,5.66,Yes,Clear,Yes,3.91,1.48,No
2585,A350,3.38,5.36,6.06,Yes,Clear,Yes,3.54,0.42,Yes
2586,B787,1.17,7.22,5.09,Yes,Clear,No,7.81,7.19,No
2587,A320,8.93,0.1,5.46,No,Clear,Yes,1.05,2.0,Yes
2588,B787,9.57,1.95,8.23,No,Clear,No,8.37,8.5,No
2589,A320,5.4,6.72,0.31,Yes,Fog,Yes,0.3,7.69,No
2590,A350,1.71,8.3,9.21,Yes,Rain,No,7.24,5.87,Yes
2591,A320,9.84,9.01,4.86,No,Clear,Yes,7.19,4.89,Yes
2592,B737,6.21,8.3,3.85,Yes,Rain,Yes,5.15,1.88,No
2593,A380,1.56,7.47,0.36,No,Clear,Yes,1.17,7.64,No
2594,B737,6.88,2.21,2.44,Yes,Thunderstorm,Yes,0.3,6.9,No
2595,B737,5.66,6.12,1.09,No,Clear,Yes,1.76,5.74,No
2596,A320,5.94,7.78,4.27,No,Snow,Yes,7.45,3.2,Yes
2597,A350,1.59,5.99,5.8,No,Thunderstorm,Yes,4.44,4.68,Yes
2598,B787,2.99,8.01,1.91,No,Fog,No,6.16,6.05,Yes
2599,A380,6.92,4.0,5.1,Yes,Rain,No,5.1,4.82,Yes
2600,B787,4.71,8.49,1.66,No,Snow,No,3.48,3.08,Yes
2601,A350,3.03,0.14,2.53,Yes,Clear,Yes,7.27,9.92,Yes
2602,A380,2.2,9.55,1.74,Yes,Rain,No,7.14,8.09,Yes
2603,A350,9.95,6.35,5.5,Yes,Rain,Yes,4.43,4.86,Yes
2604,B787,5.89,0.34,0.97,Yes,Fog,Yes,4.47,3.89,Yes
2605,A350,4.4,8.68,6.07,Yes,Rain,No,4.85,6.92,Yes
2606,B787,0.37,8.16,3.72,Yes,Rain,No,6.46,5.18,Yes
2607,B787,5.23,9.25,1.95,Yes,Thunderstorm,No,9.13,9.02,No
2608,A380,4.02,6.29,1.16,No,Thunderstorm,Yes,0.3,9.56,Yes
2609,B737,8.35,4.03,2.74,No,Rain,No,9.38,8.33,No
2610,A350,2.07,7.79,9.37,No,Clear,Yes,2.05,8.68,Yes
2611,B737,1.2,4.42,4.5,No,Snow,No,8.27,9.21,No
2612,A380,3.31,2.2,2.21,No,Thunderstorm,No,7.55,6.05,Yes
2613,A350,5.64,5.45,0.84,No,Fog,No,8.19,9.37,Yes
2614,A320,0.56,7.33,6.5,Yes,Fog,No,3.29,9.5,Yes
2615,B787,4.08,2.06,8.13,Yes,Fog,No,6.74,3.05,No
2616,B787,9.28,5.69,8.68,No,Snow,No,5.16,9.83,Yes
2617,A350,1.11,6.97,7.9,No,Clear,Yes,3.1,8.79,No
2618,B787,8.95,3.68,2.39,No,Fog,Yes,6.84,1.19,Yes
2619,B737,5.16,4.51,3.5,Yes,Thunderstorm,No,2.31,5.08,No
2620,A380,7.97,7.41,4.07,Yes,Clear,No,1.36,3.87,No
2621,A320,4.8,9.84,0.07,Yes,Thunderstorm,Yes,2.32,1.64,Yes
2622,B787,3.38,1.95,6.05,No,Snow,Yes,8.89,1.69,Yes
2623,A380,5.75,3.63,9.55,Yes,Fog,No,5.44,1.92,No
2624,A350,3.45,0.33,8.89,No,Clear,Yes,0.5,1.47,Yes
2625,A350,5.17,6.13,1.75,No,Snow,No,4.19,9.54,No
2626,B787,5.97,3.62,9.69,Yes,Fog,Yes,9.33,1.61,Yes
2627,B737,8.94,4.02,0.68,No,Fog,No,8.8,7.47,Yes
2628,B787,5.03,4.62,9.28,Yes,Thunderstorm,No,6.91,0.62,No
2629,A350,0.63,3.33,1.73,No,Snow,Yes,7.06,2.0,Yes
2630,A320,6.18,5.4,6.55,Yes,Rain,No,9.44,7.33,No
2631,A320,3.24,4.78,6.37,Yes,Thunderstorm,Yes,1.94,0.69,No
2632,B787,4.65,7.75,1.38,No,Snow,No,1.49,0.88,Yes
2633,A350,1.04,8.61,5.4,No,Fog,No,4.86,0.35,No
2634,A350,5.1,4.94,0.41,Yes,Rain,Yes,0.4,6.87,Yes
2635,B787,5.92,8.14,0.22,No,Clear,No,5.35,7.83,Yes
2636,A350,4.88,1.64,0.29,No,Rain,No,3.01,0.83,No
2637,B787,9.11,5.68,6.24,No,Rain,Yes,7.73,0.12,No
2638,A380,2.79,2.09,6.23,No,Snow,No,6.77,6.94,Yes
2639,A380,1.35,5.76,9.01,Yes,Rain,Yes,9.9,9.36,No
2640,A350,0.43,5.67,8.36,No,Snow,Yes,3.54,4.27,Yes
2641,A380,2.93,4.42,3.11,Yes,Snow,Yes,8.0,0.58,Yes
2642,B787,1.9,1.09,9.41,No,Snow,No,5.24,7.2,Yes
2643,A350,4.99,3.0,0.98,No,Fog,No,7.02,7.03,Yes
2644,B787,7.59,6.36,3.29,Yes,Thunderstorm,Yes,6.22,6.02,Yes
2645,B787,9.13,3.56,4.87,No,Thunderstorm,Yes,7.43,8.09,Yes
2646,A320,1.35,7.51,8.27,Yes,Thunderstorm,No,9.41,1.0,No
2647,B737,2.26,3.06,0.34,Yes,Fog,No,6.3,7.28,No
2648,B737,2.95,8.55,2.17,Yes,Thunderstorm,Yes,7.05,9.59,Yes
2649,A320,1.6,1.79,8.51,Yes,Clear,No,0.72,6.04,No
2650,A320,8.48,6.01,1.13,No,Snow,Yes,3.13,6.09,Yes
2651,A350,0.18,7.37,6.46,No,Clear,No,7.18,5.61,No
2652,A320,6.77,5.36,3.72,No,Clear,No,6.1,0.54,No
2653,B787,4.45,5.03,7.34,Yes,Clear,No,7.18,8.15,Yes
2654,A320,4.17,0.34,7.96,Yes,Snow,Yes,6.44,3.18,Yes
2655,A350,8.78,9.73,7.32,No,Fog,No,0.75,9.88,Yes
2656,A320,4.58,9.26,0.48,No,Rain,Yes,8.47,6.22,Yes
2657,A350,4.76,2.04,3.56,Yes,Clear,No,8.0,0.84,Yes
2658,A320,5.79,7.38,8.19,No,Clear,Yes,6.97,0.57,Yes
2659,B737,9.39,8.98,8.7,No,Snow,Yes,3.7,1.96,Yes
2660,A350,4.39,3.96,8.8,No,Rain,Yes,9.32,7.83,Yes
2661,B737,5.93,1.65,9.75,Yes,Snow,Yes,7.03,2.45,No
2662,A350,8.53,6.91,3.02,No,Rain,Yes,5.6,9.98,Yes
2663,A320,0.65,6.12,3.85,Yes,Thunderstorm,Yes,3.27,1.98,No
2664,A380,7.38,7.51,7.61,Yes,Clear,No,6.17,8.45,Yes
2665,A350,1.15,1.71,8.06,No,Thunderstorm,Yes,6.02,4.58,No
2666,A320,3.0,5.56,3.68,Yes,Thunderstorm,Yes,7.24,3.97,Yes
2667,A320,7.75,9.46,8.77,Yes,Fog,Yes,7.97,8.0,Yes
2668,A320,3.22,4.15,8.76,Yes,Rain,Yes,3.33,4.3,Yes
2669,B787,5.07,9.2,0.66,No,Fog,No,4.47,2.56,Yes
2670,B787,4.84,3.92,2.19,No,Snow,No,1.05,8.52,Yes
2671,A350,9.42,7.9,0.88,Yes,Clear,No,3.46,5.94,Yes
2672,B787,1.13,9.46,9.99,Yes,Clear,No,7.19,2.6,Yes
2673,B737,3.69,8.66,3.09,No,Fog,Yes,3.84,6.19,Yes
2674,B737,4.55,4.46,1.26,Yes,Thunderstorm,Yes,6.1,3.72,Yes
2675,B787,7.33,4.4,4.6,No,Clear,No,4.83,9.69,Yes
2676,A350,5.54,9.17,5.22,No,Rain,Yes,8.01,9.43,Yes
2677,B787,5.31,5.58,1.81,No,Fog,No,0.04,0.86,No
2678,B787,2.39,7.82,9.11,Yes,Snow,Yes,6.78,9.07,No
2679,B737,5.42,3.63,5.03,No,Fog,No,9.77,6.91,Yes
2680,B787,2.91,6.21,5.9,No,Fog,Yes,2.84,5.5,No
2681,A350,4.82,0.28,3.36,No,Snow,Yes,4.02,9.46,No
2682,A380,5.31,5.49,8.4,No,Thunderstorm,Yes,6.11,3.2,No
2683,A350,2.66,5.98,4.15,Yes,Fog,Yes,4.34,7.91,Yes
2684,A320,1.45,2.79,4.6,No,Thunderstorm,No,9.13,2.64,Yes
2685,A320,9.39,1.79,3.08,Yes,Clear,No,2.54,8.93,No
2686,B737,1.84,3.35,2.1,No,Snow,Yes,1.83,8.16,Yes
2687,A350,3.15,8.91,9.61,Yes,Fog,Yes,1.49,6.83,Yes
2688,B787,4.52,3.68,0.72,No,Snow,Yes,2.93,9.42,Yes
2689,A320,9.8,8.92,0.04,Yes,Fog,No,1.63,3.96,Yes
2690,A350,2.91,1.29,0.41,Yes,Snow,Yes,6.12,9.53,No
2691,B737,0.99,3.81,2.0,Yes,Fog,Yes,3.14,0.3,Yes
2692,A380,4.51,9.77,0.15,No,Clear,No,2.85,4.35,No
2693,A380,8.85,1.55,0.04,No,Fog,Yes,3.97,4.62,No
2694,B787,4.79,0.11,1.41,Yes,Snow,No,1.75,2.28,No
2695,A350,6.41,1.93,0.13,Yes,Snow,No,3.49,9.72,No
2696,A320,0.74,3.34,8.57,No,Snow,No,3.57,1.48,Yes
2697,A350,6.51,6.53,4.23,Yes,Snow,No,7.54,3.9,No
2698,B737,0.73,2.96,3.1,Yes,Snow,No,1.7,7.82,No
2699,A350,8.06,0.68,1.86,No,Thunderstorm,Yes,8.9,5.63,Yes
2700,B737,8.35,9.78,2.33,No,Rain,No,5.2,7.36,Yes
2701,A350,6.02,7.24,9.37,No,Clear,Yes,9.02,4.7,Yes
2702,B737,3.24,8.22,2.04,No,Rain,No,6.88,3.18,No
2703,B737,1.68,0.86,9.86,No,Snow,Yes,6.82,6.18,No
2704,B787,5.11,1.4,8.1,No,Fog,No,4.34,0.35,Yes
2705,B787,1.96,7.79,2.49,No,Clear,No,7.98,7.79,Yes
2706,B787,2.99,3.72,0.6,Yes,Thunderstorm,Yes,7.11,2.86,No
2707,A320,7.02,0.52,1.84,No,Thunderstorm,No,2.92,8.98,No
2708,A380,9.43,2.28,5.88,No,Thunderstorm,Yes,9.24,9.64,Yes
2709,A350,2.63,2.29,9.32,No,Snow,Yes,9.87,0.74,Yes
2710,B787,4.71,7.0,0.17,No,Snow,No,6.96,7.96,Yes
2711,A380,2.04,4.15,4.22,Yes,Snow,Yes,2.75,4.65,No
2712,A350,7.81,1.09,4.54,No,Snow,No,8.49,2.69,No
2713,A380,4.47,1.44,6.18,Yes,Thunderstorm,Yes,3.79,8.23,No
2714,A350,6.56,5.73,5.11,Yes,Rain,No,3.84,6.99,No
2715,A350,4.15,5.28,6.41,Yes,Rain,No,3.27,6.61,No
2716,A320,7.37,2.07,3.31,No,Rain,Yes,7.78,5.37,No
2717,B737,8.17,5.88,0.11,No,Clear,Yes,8.73,9.27,No
2718,A380,7.27,9.66,0.64,No,Rain,No,7.24,5.97,No
2719,B787,5.61,3.29,0.55,No,Clear,No,7.0,8.81,Yes
2720,A380,9.63,0.75,5.59,No,Clear,No,7.11,3.79,Yes
2721,A380,2.77,2.68,8.33,Yes,Thunderstorm,Yes,4.01,4.04,Yes
2722,B787,2.54,6.4,0.94,Yes,Snow,No,9.66,4.83,No
2723,A380,4.41,7.83,7.07,Yes,Rain,Yes,3.21,0.6,No
2724,B737,4.51,3.08,8.37,No,Snow,Yes,7.29,9.27,Yes
2725,B737,2.93,4.95,4.85,No,Rain,Yes,6.79,1.6,No
2726,B737,3.7,9.45,9.23,Yes,Thunderstorm,Yes,3.33,0.28,No
2727,A350,1.17,7.24,2.84,No,Fog,No,7.47,8.3,Yes
2728,B737,4.96,3.05,6.2,No,Rain,Yes,3.85,7.19,Yes
2729,A320,5.91,7.87,4.0,No,Rain,No,8.69,5.99,Yes
2730,B787,4.47,5.9,3.71,No,Rain,No,5.76,3.88,No
2731,A350,9.06,2.69,4.44,Yes,Snow,Yes,5.2,7.61,Yes
2732,A380,2.15,6.88,2.05,Yes,Snow,Yes,9.81,0.04,Yes
2733,A350,7.04,2.1,5.25,No,Clear,No,0.69,3.74,No
2734,B737,8.83,5.62,7.88,No,Clear,Yes,5.84,5.89,Yes
2735,B737,3.15,8.3,6.49,Yes,Snow,Yes,8.79,2.57,Yes
2736,A350,9.73,6.29,2.15,Yes,Rain,Yes,0.89,4.06,No
2737,A320,2.9,1.83,2.84,No,Fog,No,3.82,1.11,Yes
2738,A350,4.26,5.79,9.87,No,Clear,No,7.99,2.76,No
2739,B787,2.31,4.48,7.29,No,Rain,Yes,2.22,4.47,Yes
2740,A350,5.62,5.3,0.44,Yes,Snow,Yes,7.86,9.25,No
2741,B787,2.23,2.02,1.12,No,Snow,Yes,8.31,0.21,No
2742,B787,2.15,8.13,2.42,Yes,Clear,Yes,7.93,7.45,Yes
2743,B787,1.84,6.68,7.87,No,Fog,Yes,7.11,1.47,No
2744,A320,6.71,2.93,5.08,Yes,Fog,No,6.32,2.45,Yes
2745,B787,2.88,9.45,0.66,No,Snow,No,4.12,9.92,No
2746,A380,9.99,6.23,6.87,No,Clear,No,2.67,1.31,Yes
2747,A350,1.1,4.83,6.22,No,Snow,No,5.3,0.98,Yes
2748,B737,7.39,6.09,3.21,Yes,Rain,Yes,8.94,0.28,No
2749,A380,2.2,8.18,1.82,No,Fog,No,7.23,6.28,Yes
2750,B787,7.56,8.08,7.57,No,Clear,Yes,5.11,2.71,No
2751,A380,1.43,0.46,3.82,Yes,Fog,No,7.35,6.6,No
2752,B737,9.65,5.94,8.12,Yes,Snow,No,2.06,6.24,No
2753,B737,5.42,1.47,1.74,Yes,Rain,Yes,5.41,3.67,No
2754,B787,8.23,7.93,6.63,Yes,Snow,Yes,4.87,4.05,Yes
2755,B787,6.58,3.84,8.56,Yes,Clear,Yes,0.3,4.38,Yes
2756,A350,9.87,2.77,8.55,No,Clear,No,9.6,3.46,No
2757,B787,3.35,5.26,4.25,No,Clear,Yes,7.93,6.42,No
2758,A320,0.14,9.1,8.9,No,Thunderstorm,No,6.61,3.0,Yes
2759,A350,2.92,6.02,2.73,No,Rain,No,3.26,9.38,Yes
2760,A320,3.95,7.92,2.05,Yes,Fog,Yes,3.17,8.19,No
2761,B737,3.44,0.96,0.29,No,Fog,Yes,8.74,7.89,No
2762,A320,6.05,0.93,4.66,Yes,Thunderstorm,Yes,6.02,4.93,Yes
2763,B787,2.42,4.65,9.46,No,Fog,Yes,7.45,1.31,Yes
2764,B787,8.28,7.74,3.14,Yes,Thunderstorm,No,8.59,1.17,Yes
2765,B737,0.98,3.81,9.97,No,Fog,Yes,4.59,4.42,Yes
2766,A380,0.66,4.26,4.17,Yes,Clear,Yes,4.85,0.55,Yes
2767,B737,6.73,6.1,6.9,Yes,Snow,Yes,9.44,8.62,Yes
2768,B737,1.51,3.45,1.79,Yes,Rain,No,5.08,1.88,No
2769,B737,5.47,9.21,9.46,Yes,Fog,Yes,1.45,8.82,No
2770,A380,6.13,2.92,0.17,No,Snow,Yes,4.09,2.9,No
2771,A350,8.04,3.19,0.51,No,Clear,No,3.57,5.77,Yes
2772,A320,7.92,6.99,7.58,No,Clear,Yes,8.9,9.7,No
2773,A380,1.65,1.02,2.7,Yes,Rain,No,9.05,9.72,Yes
2774,A380,9.12,8.53,6.93,No,Snow,No,7.66,0.19,Yes
2775,B737,0.88,8.52,4.89,Yes,Rain,No,2.47,0.21,No
2776,B787,4.26,4.74,3.72,Yes,Thunderstorm,Yes,6.42,3.52,Yes
2777,B787,6.76,3.05,0.73,Yes,Thunderstorm,Yes,2.12,0.6,No
2778,A380,3.62,9.8,5.65,No,Snow,No,4.91,2.12,No
2779,A380,5.63,2.24,7.3,Yes,Fog,Yes,4.67,1.6,No
2780,A320,4.6,0.14,9.11,No,Snow,Yes,7.23,2.38,Yes
2781,A320,9.66,6.54,4.41,No,Fog,No,2.3,0.86,No
