Aircraft_ID,Aircraft_Age,Total_Flight_Hours,Total_Cycles,Days_Since_Last_Maintenance,Last_Maintenance_Type,Unresolved_Issues,Total_Logged_Issues,Pressurization_Cycles,Wear_Tear_Score,Environmental_Exposure,Maintenance_Priority,Engine_Type,Structural_Integrity_Score,Operational_Region,Maintenance_Cost_Per_Hour,Overall_Aircraft_Usage,Aircraft_Rating
AC-0882,21,25312.668772486744,6776,138,Inspection,3,2,3300,0.9661287848090755,5,Low,Turboprop,0.9318115004599767,South America,1932,4.55,1.09
AC-0883,16,27513.056408063803,13449,25,Major Overhaul,6,41,5107,0.9011986034991004,4,Low,Turbofan,0.6857597876217867,Africa,1687,2.87,1.65
AC-0884,22,24984.494941640973,8823,68,Major Overhaul,1,20,7762,0.34331373144602595,4,Low,Turbofan,0.6044444463574216,South America,1684,3.85,2.86
AC-0885,21,21151.581180528745,16717,61,Major Overhaul,1,34,2041,0.8404842187290987,5,Medium,Turbofan,0.8875730388642973,North America,2059,2.11,2.61
AC-0886,11,29639.72282923459,8355,29,Inspection,5,40,3265,0.5664915307358411,4,Medium,Turbofan,0.7165401018010655,Europe,1775,4.36,2.89
AC-0887,28,20614.127937427045,7465,19,Component Replacement,1,39,4991,0.5156258334058168,5,Medium,Turbofan,0.596020996779502,Asia,2526,3.63,3.14
AC-0888,5,36663.027472367896,13737,171,Inspection,5,2,3583,0.38299069523026485,5,Low,Turbofan,0.9522126711585751,Oceania,1186,3.69,2.11
AC-0889,4,30684.410062561547,18881,74,Inspection,10,24,5856,0.6228717279684332,5,High,Turboprop,0.5990520971205437,Africa,1525,2.71,1.35
AC-0890,3,30995.941132814936,14324,61,Routine Check,1,44,2357,0.756900205933238,2,Low,Turboprop,0.5129035840956155,South America,1000,3.04,1.34
AC-0891,19,19928.7693994341,11350,153,Inspection,3,37,1269,0.4698396144664825,3,Low,Turboprop,0.51013998688371,Europe,1498,2.82,1.0
AC-0892,20,22636.45262911004,3555,276,Major Overhaul,6,44,1922,0.6662972737074628,2,Low,Piston,0.8111576782271321,Oceania,1566,7.24,1.0
AC-0893,25,13120.87191357935,3951,48,Component Replacement,7,19,9098,0.7293816290397733,5,Low,Turbofan,0.8308375303587652,North America,2536,4.37,2.06
AC-0894,18,21469.83943274438,18622,211,Component Replacement,2,43,3472,0.7400096353137573,3,High,Turbofan,0.6555208525284919,South America,1528,2.12,1.0
AC-0895,15,14634.240836437028,5727,139,Component Replacement,8,44,2372,0.14676948831806225,3,High,Turboprop,0.6600054946235316,South America,1278,3.62,2.55
AC-0896,9,38130.68515588715,6686,110,Major Overhaul,1,33,6099,0.8737730251165602,5,Low,Turbofan,0.6697469575299714,Asia,1292,6.9,1.0
AC-0897,17,25505.358155940063,4701,183,Major Overhaul,7,20,2769,0.5124279832885431,3,High,Turbofan,0.8400792733794393,North America,1894,6.6,1.27
AC-0898,14,26704.972350404307,3780,28,Major Overhaul,7,47,5775,0.336174473526593,3,Medium,Turbofan,0.5290668955134143,North America,1318,7.87,2.16
AC-0899,15,22748.534726499787,18972,197,Major Overhaul,3,22,5249,0.3175880567317134,2,High,Turbofan,0.9645581763456628,Africa,1941,2.35,2.86
AC-0900,1,26975.789220514078,3368,191,Major Overhaul,0,5,7071,0.5347127015595554,3,Low,Turbofan,0.6112605220887233,Oceania,1486,8.84,1.39
AC-0901,21,49648.77635857683,16592,51,Inspection,0,12,9873,0.8981483855220633,5,Medium,Turbofan,0.9998366026210461,Asia,2212,4.17,2.64
AC-0902,22,21998.597156075084,1436,149,Major Overhaul,1,48,5572,0.44051282351438226,1,Low,Turbofan,0.5857613468935935,Africa,1732,16.23,2.05
AC-0903,22,18495.869652900063,3828,268,Major Overhaul,8,22,5963,0.774753172105189,1,High,Turboprop,0.8857732286561888,Asia,1926,5.78,1.0
AC-0904,3,30296.931329054427,2556,50,Major Overhaul,1,8,7950,0.18713685788849677,1,Low,Turbofan,0.6117062724648126,North America,1000,12.69,3.64
AC-0905,16,5000.0,14364,246,Major Overhaul,1,16,8920,0.5284510319359557,5,Medium,Turbofan,0.540423400821627,Asia,1805,1.19,1.0
AC-0906,23,25639.56786910933,16061,113,Component Replacement,5,1,4459,0.992517526353462,1,Low,Turbofan,0.9374666621753245,Asia,2295,2.69,1.34
AC-0907,25,21282.87096707099,11576,170,Major Overhaul,6,18,1813,0.7933940225131033,2,Low,Turbofan,0.929375629595446,Asia,2438,3.02,1.27
AC-0908,11,15076.867339639057,17566,166,Inspection,6,18,8347,0.2894756395965517,5,Medium,Turboprop,0.7017851962248007,Europe,1583,1.9,1.77
AC-0909,12,30077.576703115003,8190,14,Inspection,8,6,1570,0.5512973263281197,5,High,Turboprop,0.8511980712702134,Europe,1340,4.76,2.6
AC-0910,10,25539.88418445793,6565,203,Inspection,5,41,9666,0.3102622872837099,5,Medium,Turboprop,0.7785329663419586,Oceania,1588,5.0,1.53
AC-0911,16,6975.910925057829,16369,288,Routine Check,7,41,3785,0.46860483453625834,3,High,Turbofan,0.9264780568368745,Oceania,2015,1.33,1.0
AC-0912,8,18534.70478807562,2589,189,Component Replacement,10,19,9449,0.8020756213614683,3,Low,Turbofan,0.6575279846593272,North America,1415,7.98,1.0
AC-0913,6,5000.0,1159,155,Major Overhaul,5,8,3595,0.7941023337613633,3,Medium,Turbofan,0.7618361999994926,Asia,1639,5.11,1.0
AC-0914,12,27932.69314133503,13145,55,Routine Check,1,16,820,0.3052903401121466,4,Low,Turbofan,0.7426861856022753,North America,2059,3.07,3.33
AC-0915,24,27832.99418440157,16373,182,Major Overhaul,0,26,2821,0.9300009863393741,2,Low,Turbofan,0.6769529131284293,Europe,1864,2.6,1.0
AC-0916,28,17067.181061663265,7555,210,Routine Check,4,46,1055,0.6333113644883441,5,Medium,Turbofan,0.9457275322781862,Asia,2826,3.08,1.77
AC-0917,21,30401.127116831267,17237,75,Routine Check,8,1,5439,0.4419318618658131,5,Medium,Turbofan,0.5829389623312677,Africa,2482,2.64,2.25
AC-0918,8,12175.013788784776,10203,277,Inspection,7,35,5932,0.5517420227027746,3,Medium,Turboprop,0.5747543197603481,Europe,1539,2.04,1.0
AC-0919,26,15334.82974065007,9244,133,Inspection,3,18,1886,0.6445641280939693,5,Medium,Turbofan,0.7884547676613757,Europe,2356,2.82,2.16
AC-0920,28,29171.90464382564,15743,59,Routine Check,4,16,5263,0.6039014786612069,5,Medium,Turboprop,0.828747114992471,Europe,2117,2.71,2.2
AC-0921,4,18113.332450370566,14333,182,Inspection,4,4,7354,0.5377645319825604,1,Low,Turbofan,0.5973096271622826,Asia,1446,2.28,1.0
AC-0922,26,24373.430437975556,14341,64,Routine Check,5,38,8137,0.5544395236804601,5,Low,Turbofan,0.695358721127312,Oceania,2447,2.74,1.88
AC-0923,8,19363.509725736574,19691,260,Component Replacement,2,17,5341,0.25877071938509755,4,Medium,Piston,0.9732819214893719,South America,1579,2.0,2.56
AC-0924,26,20890.68843700816,2228,193,Inspection,4,6,4367,0.8314596138742114,3,Low,Piston,0.623308711345337,Africa,2792,10.22,1.0
AC-0925,28,21327.75784045007,6590,143,Inspection,1,16,4293,0.5875842879469139,2,Low,Turbofan,0.834180351058697,Africa,2648,4.16,2.21
AC-0926,18,17932.432427818225,6585,104,Inspection,9,38,7873,0.2179718755342328,2,Low,Turbofan,0.8700746968487953,North America,2004,3.54,2.99
AC-0927,28,28024.497143601242,10227,214,Component Replacement,0,35,3013,0.7895413914245002,1,Medium,Turbofan,0.7240643497325798,Asia,1904,3.7,1.0
AC-0928,28,18720.715132460507,7046,242,Routine Check,10,39,4303,0.9391995805396157,2,Low,Turbofan,0.9687629933797914,Oceania,2567,3.53,1.0
AC-0929,5,25156.867137956022,13237,209,Major Overhaul,0,44,2827,0.9525762093132659,2,Medium,Turboprop,0.8683283676093952,Europe,1506,2.93,1.0
AC-0930,9,17712.683186255967,16649,93,Inspection,9,3,9309,0.4321159591700555,3,Medium,Piston,0.7289622899304489,South America,1821,2.14,1.91
AC-0931,4,9657.013736155415,5945,142,Routine Check,6,37,2665,0.22196518620467864,3,Low,Turboprop,0.784667600888047,Asia,1000,2.64,2.94
AC-0932,27,34124.352492591664,8927,112,Component Replacement,1,24,3808,0.5665596639697587,4,Medium,Turbofan,0.8463067217125504,Asia,2096,4.8,2.15
AC-0933,22,29995.269850954086,13641,59,Major Overhaul,3,4,6952,0.20134830641429863,1,Medium,Turboprop,0.7960950902146091,Oceania,2454,3.15,4.07
AC-0934,17,47886.820687976724,16998,43,Inspection,4,29,8567,0.9405886766613555,2,Medium,Turbofan,0.9393487919130379,South America,1842,3.95,2.48
AC-0935,9,14560.271600017419,14386,207,Component Replacement,6,11,8142,0.26522166461963137,4,Medium,Piston,0.6784443311402006,Europe,1598,1.9,2.0
AC-0936,1,22910.395126679694,8016,268,Component Replacement,1,3,6904,0.32748927395604766,1,Low,Turboprop,0.6499428700279024,Asia,1000,3.95,1.56
AC-0937,21,23714.925191441944,15027,296,Major Overhaul,5,23,1492,0.4659728741964734,2,Medium,Turbofan,0.6069194447476322,Africa,2124,2.68,1.0
AC-0938,20,34893.69438282131,16920,118,Routine Check,0,28,5924,0.44484802170321325,2,Low,Turbofan,0.5188914840322976,Africa,2491,3.03,2.13
AC-0939,13,19928.921058673917,14752,20,Inspection,6,8,4881,0.8151966031581,3,High,Turbofan,0.5215069821900277,South America,1456,2.27,1.0
AC-0940,28,13289.581458241455,19268,222,Inspection,8,3,3674,0.5106851384958662,5,High,Turbofan,0.9350275965546414,Europe,2527,1.68,1.01
AC-0941,16,37078.093084610024,19193,166,Routine Check,4,23,5282,0.2536914340030032,1,Medium,Turboprop,0.8391965732029536,South America,1924,2.77,2.29
AC-0942,29,21833.49970738772,4167,131,Routine Check,4,13,9997,0.3404889059374667,2,Low,Turbofan,0.830266207718243,Asia,2492,6.06,2.57
AC-0943,13,33786.43509726043,12989,156,Routine Check,3,4,6060,0.5582020466687698,1,Low,Turbofan,0.807321409467443,Africa,1156,3.45,2.26
AC-0944,14,32621.984007922114,15087,184,Major Overhaul,2,17,7960,0.2327085256835214,4,Low,Turbofan,0.9246095723470524,North America,2125,3.04,2.88
AC-0945,3,24701.095260977003,3437,90,Major Overhaul,8,41,3578,0.6504901080814127,4,Low,Turboprop,0.7401334628328138,South America,1603,8.19,1.63
AC-0946,29,23256.86294965252,16275,94,Inspection,4,18,3483,0.6091725758960314,5,Low,Turbofan,0.9352054142791502,North America,2464,2.57,2.57
AC-0947,6,21084.351936701954,6276,13,Major Overhaul,7,11,7759,0.7432320847440319,2,Medium,Turboprop,0.6797225130911195,North America,1618,4.25,1.94
AC-0948,18,24848.068712300108,9859,293,Component Replacement,8,17,6554,0.9439341538414309,3,Low,Turboprop,0.9633537521695452,Oceania,2154,3.69,1.0
AC-0949,19,33631.00226170631,8818,230,Inspection,4,16,3023,0.9210291049910401,2,High,Piston,0.84932849004062,Africa,2017,5.0,1.0
AC-0950,5,17035.598189404205,5728,292,Major Overhaul,9,29,5081,0.9514680562619482,1,Low,Turbofan,0.6285885680122136,South America,1000,4.16,1.0
AC-0951,15,26088.456302091203,6738,26,Routine Check,8,23,6109,0.3202440373213309,4,High,Turbofan,0.7820424608443126,North America,1259,5.01,3.25
AC-0952,25,13813.685718011924,6793,75,Component Replacement,1,10,2501,0.21840877597541916,1,High,Turbofan,0.7665152807441278,Asia,2322,2.98,3.36
AC-0953,2,15058.937669578074,5523,299,Routine Check,8,34,1887,0.3720490304468037,5,Medium,Turbofan,0.5689494108651669,Oceania,1161,3.56,1.0
AC-0954,10,24690.61002844376,6571,150,Inspection,10,22,7052,0.9055766554896831,4,Medium,Turbofan,0.7956214528753071,Europe,1121,4.79,1.0
AC-0955,24,5398.419917061681,17209,148,Routine Check,3,16,1530,0.9748481271611394,3,Low,Turboprop,0.657392811858479,Oceania,2386,1.34,1.0
AC-0956,30,45605.586166160516,16246,8,Major Overhaul,5,0,1720,0.8733924559634284,4,Medium,Turbofan,0.5261743834048012,Europe,2985,3.95,1.0
AC-0957,18,13069.400450897638,11380,29,Major Overhaul,5,14,6535,0.19901594901478925,2,Low,Turboprop,0.9743280788532824,Africa,1912,2.35,4.19
AC-0958,27,24599.114873434468,3224,296,Inspection,5,31,9955,0.9526851982538138,2,Low,Turbofan,0.8207451845321438,South America,2839,8.63,1.0
AC-0959,13,36682.17721816865,9389,209,Routine Check,1,8,7023,0.4810222246157074,4,Medium,Turboprop,0.9384594659354235,South America,1590,4.85,2.41
AC-0960,5,16370.946612495016,16927,128,Inspection,6,14,8574,0.10837926168611832,5,Low,Turboprop,0.8380280025066266,Europe,1000,1.84,3.37
AC-0961,23,5000.0,12684,116,Routine Check,5,27,9563,0.4981543666733742,2,Medium,Turboprop,0.6784918460700564,Asia,2351,1.2,1.85
AC-0962,24,20550.542398753285,11640,144,Component Replacement,10,23,1334,0.14146225270792084,2,Low,Turboprop,0.7563440361644057,Europe,2290,2.77,2.79
AC-0963,1,16251.79619923881,9662,235,Major Overhaul,0,34,9610,0.5894901290450059,3,Low,Turboprop,0.8378733801735885,Europe,1000,2.7,1.66
AC-0964,22,5000.0,7361,7,Inspection,1,21,2224,0.40469862469334617,4,Low,Piston,0.9801261626007187,South America,2565,1.81,4.87
AC-0965,1,27848.898925721987,2948,45,Component Replacement,6,26,7098,0.5260914402346439,2,Low,Turbofan,0.6268347295608483,North America,1000,10.45,2.57
AC-0966,18,27070.938622329515,13091,239,Component Replacement,0,18,2913,0.6518533246688053,5,Low,Turbofan,0.9374885293120588,Asia,2360,3.23,1.61
AC-0967,15,36423.264545383514,12992,155,Inspection,0,44,6493,0.8819209862360382,1,Low,Turbofan,0.9620389026471348,South America,1951,3.85,1.65
AC-0968,17,13791.776344796128,7318,181,Inspection,0,11,4998,0.6957114188247358,4,Low,Turbofan,0.8352077573294783,Oceania,1533,3.02,1.97
AC-0969,11,9008.635135529872,13180,215,Component Replacement,7,19,2605,0.4906439816303626,3,High,Turbofan,0.965633313700669,Europe,1116,1.54,2.0
AC-0970,21,20932.76916953416,1234,88,Routine Check,3,0,3068,0.8374850683033286,2,Low,Turbofan,0.6989392937386842,North America,1566,18.11,1.0
AC-0971,26,24116.57340990905,16372,256,Component Replacement,3,20,9830,0.915023923815819,5,Medium,Turbofan,0.9765080880202214,Asia,2182,2.54,1.0
AC-0972,25,34213.49602986496,1522,73,Inspection,1,48,709,0.2077839697889775,4,Low,Turbofan,0.8513914385829875,Africa,2117,23.35,4.56
AC-0973,22,39105.68005005159,13718,179,Component Replacement,10,44,9756,0.5787396797975123,5,High,Turbofan,0.521002883709406,Asia,2503,3.73,1.0
AC-0974,27,37144.79133907347,10821,212,Routine Check,10,0,5411,0.35606076376819973,5,Low,Piston,0.9534364159095263,Asia,2165,4.6,2.05
AC-0975,27,27765.436668926668,6832,293,Major Overhaul,10,9,2720,0.14235507808925268,3,Low,Turbofan,0.7422364045165963,Europe,2346,4.88,1.0
AC-0976,17,32994.99253504148,13820,234,Major Overhaul,0,46,733,0.7016920256025868,4,Medium,Turboprop,0.7301634923889164,Europe,2157,3.37,1.0
AC-0977,13,18595.065652308156,17211,239,Component Replacement,9,31,1292,0.876493699713303,2,Low,Turbofan,0.7832333029898171,Africa,1870,2.01,1.0
AC-0978,1,26683.951924752466,8122,223,Routine Check,8,38,3610,0.24661238902965466,3,Medium,Piston,0.5746922733856139,Africa,1000,4.35,1.0
AC-0979,2,13087.09860712194,6842,119,Major Overhaul,6,21,2666,0.8311722918615104,2,Low,Turboprop,0.7345830242836993,Africa,1557,3.05,1.0
AC-0980,9,25626.85396886873,2316,264,Component Replacement,3,17,9026,0.8680561601832475,1,High,Turboprop,0.9155636083588728,South America,1502,12.01,1.0
AC-0981,3,25886.466973980125,14200,207,Component Replacement,5,47,5693,0.9229063983998351,5,Low,Turboprop,0.5077412295687577,South America,1557,2.79,1.0
AC-0982,1,42221.2860568497,18508,95,Routine Check,1,45,1714,0.3387565801774472,1,Low,Turbofan,0.6364585801621856,Europe,1538,3.47,3.33
AC-0983,21,22710.171385097536,16206,222,Inspection,6,31,4919,0.9135577586709004,5,Medium,Piston,0.5012272932219222,Europe,2022,2.51,1.0
AC-0984,16,25900.428376532862,19971,276,Component Replacement,1,26,7814,0.38859647926278906,3,Low,Turboprop,0.7078556545749242,Africa,1414,2.46,1.12
AC-0985,23,27369.614157120428,2378,231,Inspection,9,27,8975,0.5971042121099526,2,High,Turboprop,0.8641577552468673,South America,1749,12.49,1.0
AC-0986,6,20451.79684111547,2519,119,Inspection,7,17,712,0.14545672374905394,2,Low,Turboprop,0.8993859145573142,North America,1684,9.01,3.41
AC-0987,28,16975.072667883527,8935,268,Major Overhaul,7,38,2158,0.13949297953186926,3,Medium,Turbofan,0.9725948805635033,South America,2337,2.86,2.14
AC-0988,17,37988.11324847052,7093,273,Inspection,0,48,5524,0.7483358914589826,4,Low,Turboprop,0.8042523064853933,Europe,1694,6.44,1.0
AC-0989,5,15190.825570397023,6355,64,Routine Check,7,28,6417,0.5000319801800119,1,High,Turbofan,0.6273134333264477,South America,1098,3.23,1.54
AC-0990,5,11720.819283127268,10083,298,Major Overhaul,1,17,5641,0.33066313783229584,1,Medium,Turbofan,0.9620739745683495,Europe,1000,2.07,1.41
AC-0991,6,31802.653792954803,6574,11,Major Overhaul,5,43,2294,0.2713721464224192,2,Low,Turbofan,0.887657876940188,Africa,1627,5.66,3.84
AC-0992,3,36578.1484202401,14324,98,Major Overhaul,0,7,6488,0.7029581417732963,2,Low,Piston,0.7872142415015723,Africa,1000,3.53,2.48
AC-0993,21,20485.903423993608,3257,71,Component Replacement,4,30,8796,0.10036138962280589,2,Low,Turbofan,0.847820107859468,Africa,2395,7.42,3.84
AC-0994,23,20639.465123501206,14411,58,Component Replacement,10,33,6078,0.8253020522771688,3,High,Turbofan,0.9621581775037146,North America,1951,2.24,2.23
AC-0995,5,27825.43526106793,16233,290,Inspection,6,6,6051,0.17132464551693594,4,Low,Turbofan,0.8561970142364608,North America,1043,2.78,1.98
AC-0996,21,17921.47323256817,16887,251,Major Overhaul,9,35,4345,0.2723406534173075,1,Low,Turboprop,0.684187253792367,Europe,2506,2.23,1.3
AC-0997,5,17182.874793880314,3005,276,Major Overhaul,0,17,7406,0.4476127557691807,5,Low,Turboprop,0.8565141011445483,Asia,1278,6.61,1.91
AC-0998,10,33795.92587986366,19400,50,Routine Check,1,37,878,0.5363728657444933,3,Low,Turbofan,0.5201390813676939,Oceania,1833,2.82,2.12
AC-0999,10,31071.311007836186,11860,216,Inspection,6,8,3793,0.4194956042325476,1,Medium,Turbofan,0.6932077809152906,North America,1967,3.81,1.07
AC-1000,19,38111.58886318105,11070,52,Routine Check,5,8,3829,0.3886409484858645,4,High,Turboprop,0.7031615159227896,Europe,1741,4.63,2.6
