Flight ID,Origin,Destination,Route Distance (km),Waypoints (List),Traffic (Intersecting Flights),Tailwind (knots),Headwind (knots),Jet Stream Impact,Restrictions (Details),Drones/Air Taxis,Bird Movement,Airspace Density,Seasonal Pattern,Fuel Cost (Segment),Historical Delay (mins)
FL2250,DEL,BLR,974,"[{""lat"": -61.9742, ""long"": -111.1698, ""alt"": 25000, ""time"": ""20:11""}, {""lat"": -3.0406, ""long"": -127.044, ""alt"": 15000, ""time"": ""0:47""}, {""lat"": -81.0922, ""long"": 12.9238, ""alt"": 30000, ""time"": ""6:31""}, {""lat"": 15.2842, ""long"": 170.0828, ""alt"": 30000, ""time"": ""23:45""}, {""lat"": -85.226, ""long"": -0.5269, ""alt"": 30000, ""time"": ""12:55""}, {""lat"": 3.8452, ""long"": -107.7227, ""alt"": 30000, ""time"": ""10:07""}, {""lat"": 48.5028, ""long"": -141.5866, ""alt"": 20000, ""time"": ""13:06""}, {""lat"": -63.7303, ""long"": -90.7903, ""alt"": 30000, ""time"": ""6:44""}, {""lat"": -80.3443, ""long"": -55.9506, ""alt"": 10000, ""time"": ""9:14""}, {""lat"": -41.5003, ""long"": 56.4932, ""alt"": 15000, ""time"": ""11:53""}, {""lat"": 33.0243, ""long"": -119.412, ""alt"": 20000, ""time"": ""12:53""}, {""lat"": 80.5417, ""long"": -110.1338, ""alt"": 30000, ""time"": ""5:44""}, {""lat"": -10.5746, ""long"": 126.3718, ""alt"": 20000, ""time"": ""11:24""}]","[{""flight_id"": ""INT9400"", ""alt"": 15000, ""time"": ""15:51"", ""wp"": ""WP3""}, {""flight_id"": ""INT7638"", ""alt"": 15000, ""time"": ""22:28"", ""wp"": ""WP3""}, {""flight_id"": ""INT3592"", ""alt"": 15000, ""time"": ""10:39"", ""wp"": ""WP1""}, {""flight_id"": ""INT6348"", ""alt"": 20000, ""time"": ""23:31"", ""wp"": ""WP1""}]",28,5,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP3""}]",[],"[{""zone"": ""City Area"", ""alt"": [2795, 3720], ""time_range"": ""8:39-22:53""}]",High,Winter,0.59,17
FL2251,BLR,HYD,225,"[{""lat"": -83.44, ""long"": -123.682, ""alt"": 30000, ""time"": ""17:12""}, {""lat"": 21.0041, ""long"": 86.7939, ""alt"": 30000, ""time"": ""22:44""}, {""lat"": 65.9464, ""long"": -109.1093, ""alt"": 30000, ""time"": ""21:39""}, {""lat"": -62.5927, ""long"": -101.2527, ""alt"": 20000, ""time"": ""5:31""}, {""lat"": -25.9195, ""long"": -6.0289, ""alt"": 25000, ""time"": ""23:21""}, {""lat"": -11.0437, ""long"": -16.3207, ""alt"": 20000, ""time"": ""14:42""}, {""lat"": -60.916, ""long"": -94.4013, ""alt"": 15000, ""time"": ""2:55""}]","[{""flight_id"": ""INT3517"", ""alt"": 15000, ""time"": ""12:38"", ""wp"": ""WP1""}]",11,3,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP3""}, {""type"": ""Govt"", ""wp"": ""WP3""}]","[{""alt"": 418, ""time"": ""3:53""}]","[{""zone"": ""Near Airport"", ""alt"": [2951, 3506], ""time_range"": ""10:41-19:04""}]",Low,Summer,0.67,28
FL2252,BOM,VGA,1495,"[{""lat"": 55.8885, ""long"": -52.8076, ""alt"": 20000, ""time"": ""7:40""}, {""lat"": -57.6779, ""long"": -150.2107, ""alt"": 30000, ""time"": ""5:56""}, {""lat"": -2.2431, ""long"": -48.0932, ""alt"": 10000, ""time"": ""8:22""}, {""lat"": 86.3899, ""long"": -8.5685, ""alt"": 20000, ""time"": ""11:41""}, {""lat"": 88.7416, ""long"": -132.2547, ""alt"": 30000, ""time"": ""2:18""}, {""lat"": 66.3437, ""long"": 69.4707, ""alt"": 20000, ""time"": ""6:40""}, {""lat"": -52.3346, ""long"": 72.6161, ""alt"": 30000, ""time"": ""3:42""}]","[{""flight_id"": ""INT8806"", ""alt"": 15000, ""time"": ""8:40"", ""wp"": ""WP1""}]",26,21,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 177, ""time"": ""3:01""}]","[{""zone"": ""Near Airport"", ""alt"": [2776, 5315], ""time_range"": ""10:25-22:31""}]",Medium,Winter,0.79,5
FL2253,BLR,BOM,1262,"[{""lat"": -8.2661, ""long"": 11.1866, ""alt"": 10000, ""time"": ""8:24""}, {""lat"": -21.773, ""long"": 14.247, ""alt"": 30000, ""time"": ""13:21""}, {""lat"": -14.8572, ""long"": 132.2155, ""alt"": 25000, ""time"": ""6:40""}, {""lat"": 6.6312, ""long"": 123.0286, ""alt"": 20000, ""time"": ""12:53""}, {""lat"": -42.2854, ""long"": -109.3469, ""alt"": 10000, ""time"": ""6:13""}, {""lat"": -64.1039, ""long"": -102.8951, ""alt"": 30000, ""time"": ""5:50""}, {""lat"": 45.9224, ""long"": -76.8485, ""alt"": 10000, ""time"": ""22:59""}, {""lat"": 8.4375, ""long"": 21.636, ""alt"": 10000, ""time"": ""12:12""}, {""lat"": 75.681, ""long"": 103.2219, ""alt"": 15000, ""time"": ""3:23""}, {""lat"": 72.22, ""long"": 114.3557, ""alt"": 25000, ""time"": ""17:15""}, {""lat"": 64.2378, ""long"": -36.5924, ""alt"": 30000, ""time"": ""5:29""}, {""lat"": 16.6271, ""long"": -57.1838, ""alt"": 25000, ""time"": ""8:44""}, {""lat"": 60.1372, ""long"": 109.6291, ""alt"": 15000, ""time"": ""14:40""}, {""lat"": 66.9419, ""long"": 94.1222, ""alt"": 20000, ""time"": ""2:38""}, {""lat"": 45.8366, ""long"": 110.5959, ""alt"": 20000, ""time"": ""7:51""}]","[{""flight_id"": ""INT8495"", ""alt"": 10000, ""time"": ""3:53"", ""wp"": ""WP1""}]",29,27,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]","[{""alt"": 464, ""time"": ""16:06""}, {""alt"": 413, ""time"": ""8:39""}, {""alt"": 146, ""time"": ""16:59""}]","[{""zone"": ""City Area"", ""alt"": [2723, 3837], ""time_range"": ""6:28-21:18""}]",Low,Summer,0.47,26
FL2254,HYD,BOM,935,"[{""lat"": 66.4644, ""long"": 116.9902, ""alt"": 10000, ""time"": ""12:23""}, {""lat"": -11.9399, ""long"": -82.6978, ""alt"": 10000, ""time"": ""3:27""}, {""lat"": 21.2318, ""long"": -103.4404, ""alt"": 25000, ""time"": ""0:22""}, {""lat"": -71.8589, ""long"": 66.1935, ""alt"": 10000, ""time"": ""8:34""}, {""lat"": -35.5539, ""long"": -66.831, ""alt"": 30000, ""time"": ""8:31""}, {""lat"": 56.3399, ""long"": -126.6597, ""alt"": 25000, ""time"": ""11:49""}]","[{""flight_id"": ""INT9197"", ""alt"": 25000, ""time"": ""23:59"", ""wp"": ""WP3""}]",24,10,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP5""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 433, ""time"": ""13:22""}]","[{""zone"": ""Near Airport"", ""alt"": [2616, 4956], ""time_range"": ""6:22-21:56""}]",Low,Summer,0.52,22
FL2255,BLR,MAA,949,"[{""lat"": 63.6292, ""long"": -36.5248, ""alt"": 15000, ""time"": ""16:19""}, {""lat"": 80.6358, ""long"": -110.4921, ""alt"": 15000, ""time"": ""15:23""}, {""lat"": 88.1766, ""long"": 77.2769, ""alt"": 10000, ""time"": ""17:22""}, {""lat"": -80.9563, ""long"": 36.4567, ""alt"": 15000, ""time"": ""15:46""}, {""lat"": 46.2982, ""long"": 87.9641, ""alt"": 15000, ""time"": ""16:18""}, {""lat"": -22.3898, ""long"": -100.8683, ""alt"": 15000, ""time"": ""19:50""}, {""lat"": -67.7775, ""long"": 168.5217, ""alt"": 10000, ""time"": ""11:43""}, {""lat"": 41.878, ""long"": 79.9418, ""alt"": 30000, ""time"": ""1:42""}, {""lat"": 53.2763, ""long"": 95.5729, ""alt"": 25000, ""time"": ""21:43""}, {""lat"": 84.5598, ""long"": 122.7271, ""alt"": 25000, ""time"": ""5:27""}, {""lat"": -57.442, ""long"": 53.4111, ""alt"": 30000, ""time"": ""12:20""}]","[{""flight_id"": ""INT2901"", ""alt"": 15000, ""time"": ""8:04"", ""wp"": ""WP4""}, {""flight_id"": ""INT4134"", ""alt"": 20000, ""time"": ""21:32"", ""wp"": ""WP2""}]",4,6,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 457, ""time"": ""21:01""}]","[{""zone"": ""City Area"", ""alt"": [1530, 4000], ""time_range"": ""10:45-21:13""}]",Medium,Summer,0.62,16
FL2256,DEL,HYD,1182,"[{""lat"": 3.1569, ""long"": -118.7595, ""alt"": 15000, ""time"": ""14:15""}, {""lat"": 65.6857, ""long"": 58.1691, ""alt"": 30000, ""time"": ""0:35""}, {""lat"": -12.715, ""long"": 15.7891, ""alt"": 30000, ""time"": ""0:17""}, {""lat"": 67.6696, ""long"": -29.1432, ""alt"": 10000, ""time"": ""18:07""}, {""lat"": -62.9285, ""long"": -4.1611, ""alt"": 25000, ""time"": ""17:38""}, {""lat"": 7.3756, ""long"": 18.6651, ""alt"": 10000, ""time"": ""5:14""}]","[{""flight_id"": ""INT1192"", ""alt"": 20000, ""time"": ""11:25"", ""wp"": ""WP4""}, {""flight_id"": ""INT1800"", ""alt"": 20000, ""time"": ""6:37"", ""wp"": ""WP3""}, {""flight_id"": ""INT3405"", ""alt"": 25000, ""time"": ""5:18"", ""wp"": ""WP4""}]",3,16,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP3""}, {""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP3""}]","[{""alt"": 242, ""time"": ""0:23""}, {""alt"": 152, ""time"": ""22:41""}, {""alt"": 343, ""time"": ""22:11""}]","[{""zone"": ""City Area"", ""alt"": [2960, 5607], ""time_range"": ""9:42-19:20""}]",High,Monsoon,0.78,2
FL2257,VGA,DEL,1086,"[{""lat"": 57.9256, ""long"": 119.8386, ""alt"": 30000, ""time"": ""9:59""}, {""lat"": -29.3745, ""long"": -126.2949, ""alt"": 15000, ""time"": ""2:09""}, {""lat"": 25.763, ""long"": 129.4311, ""alt"": 30000, ""time"": ""19:56""}, {""lat"": 31.577, ""long"": 5.9008, ""alt"": 25000, ""time"": ""1:39""}, {""lat"": 1.5884, ""long"": -155.3628, ""alt"": 20000, ""time"": ""16:39""}, {""lat"": 18.6344, ""long"": -171.3968, ""alt"": 15000, ""time"": ""0:10""}, {""lat"": 46.8217, ""long"": -29.151, ""alt"": 30000, ""time"": ""15:14""}, {""lat"": 86.0558, ""long"": 4.3145, ""alt"": 15000, ""time"": ""4:35""}, {""lat"": -51.2148, ""long"": -129.4783, ""alt"": 25000, ""time"": ""17:51""}]","[{""flight_id"": ""INT8275"", ""alt"": 10000, ""time"": ""21:27"", ""wp"": ""WP1""}, {""flight_id"": ""INT3791"", ""alt"": 20000, ""time"": ""1:43"", ""wp"": ""WP3""}, {""flight_id"": ""INT1722"", ""alt"": 20000, ""time"": ""8:56"", ""wp"": ""WP2""}, {""flight_id"": ""INT8201"", ""alt"": 10000, ""time"": ""15:03"", ""wp"": ""WP4""}, {""flight_id"": ""INT5236"", ""alt"": 20000, ""time"": ""21:41"", ""wp"": ""WP3""}]",1,28,Positive,"[{""type"": ""Govt"", ""wp"": ""WP5""}]","[{""alt"": 405, ""time"": ""16:21""}, {""alt"": 131, ""time"": ""6:26""}, {""alt"": 189, ""time"": ""20:12""}]","[{""zone"": ""City Area"", ""alt"": [1990, 5128], ""time_range"": ""8:05-21:48""}]",Medium,Summer,0.7,22
FL2258,BLR,VGA,714,"[{""lat"": 32.8616, ""long"": 26.4121, ""alt"": 25000, ""time"": ""14:21""}, {""lat"": -73.6196, ""long"": -89.1165, ""alt"": 20000, ""time"": ""0:20""}, {""lat"": -10.1145, ""long"": 63.8033, ""alt"": 20000, ""time"": ""20:08""}, {""lat"": -37.8231, ""long"": 7.7541, ""alt"": 20000, ""time"": ""6:10""}, {""lat"": 87.382, ""long"": 38.8222, ""alt"": 10000, ""time"": ""2:19""}, {""lat"": 21.3223, ""long"": 98.0001, ""alt"": 15000, ""time"": ""5:47""}, {""lat"": -47.8495, ""long"": -105.6467, ""alt"": 20000, ""time"": ""11:55""}, {""lat"": -34.5882, ""long"": -76.2634, ""alt"": 10000, ""time"": ""20:38""}]","[{""flight_id"": ""INT7496"", ""alt"": 25000, ""time"": ""18:23"", ""wp"": ""WP2""}]",19,6,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP4""}]","[{""alt"": 133, ""time"": ""23:31""}, {""alt"": 453, ""time"": ""5:29""}]","[{""zone"": ""Near Airport"", ""alt"": [1998, 3435], ""time_range"": ""9:40-22:47""}]",Medium,Winter,0.33,23
FL2259,VGA,HYD,1127,"[{""lat"": -21.4978, ""long"": -84.8006, ""alt"": 20000, ""time"": ""17:17""}, {""lat"": -83.1573, ""long"": 104.2647, ""alt"": 10000, ""time"": ""11:59""}, {""lat"": 10.1487, ""long"": 20.9577, ""alt"": 25000, ""time"": ""6:16""}, {""lat"": -82.5653, ""long"": -177.0135, ""alt"": 25000, ""time"": ""11:19""}, {""lat"": 57.6563, ""long"": 141.8448, ""alt"": 15000, ""time"": ""4:07""}, {""lat"": 47.0309, ""long"": -120.496, ""alt"": 15000, ""time"": ""17:37""}, {""lat"": 58.9618, ""long"": 145.0587, ""alt"": 15000, ""time"": ""0:43""}, {""lat"": -33.3382, ""long"": -53.114, ""alt"": 20000, ""time"": ""20:40""}, {""lat"": 19.5061, ""long"": 132.7256, ""alt"": 10000, ""time"": ""18:00""}, {""lat"": 23.3168, ""long"": -150.7089, ""alt"": 25000, ""time"": ""3:21""}, {""lat"": -77.1229, ""long"": 177.9476, ""alt"": 10000, ""time"": ""22:17""}, {""lat"": 14.3243, ""long"": 92.2957, ""alt"": 20000, ""time"": ""22:57""}, {""lat"": 10.6274, ""long"": -37.3185, ""alt"": 10000, ""time"": ""22:17""}, {""lat"": -58.4854, ""long"": 36.5766, ""alt"": 30000, ""time"": ""11:56""}]","[{""flight_id"": ""INT9560"", ""alt"": 20000, ""time"": ""10:07"", ""wp"": ""WP1""}, {""flight_id"": ""INT5834"", ""alt"": 10000, ""time"": ""10:45"", ""wp"": ""WP2""}, {""flight_id"": ""INT2948"", ""alt"": 15000, ""time"": ""1:19"", ""wp"": ""WP1""}, {""flight_id"": ""INT3450"", ""alt"": 25000, ""time"": ""8:45"", ""wp"": ""WP1""}]",21,8,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}]","[{""alt"": 127, ""time"": ""1:23""}, {""alt"": 341, ""time"": ""21:11""}]","[{""zone"": ""Near Airport"", ""alt"": [2088, 5999], ""time_range"": ""10:49-20:06""}]",Medium,Summer,0.45,30
FL2260,BLR,BOM,913,"[{""lat"": -12.8724, ""long"": 176.3095, ""alt"": 25000, ""time"": ""2:24""}, {""lat"": -32.56, ""long"": -109.6173, ""alt"": 25000, ""time"": ""7:48""}, {""lat"": -25.4727, ""long"": -66.8921, ""alt"": 20000, ""time"": ""3:25""}, {""lat"": 37.0947, ""long"": -68.4164, ""alt"": 10000, ""time"": ""10:48""}, {""lat"": 81.4026, ""long"": 165.1363, ""alt"": 20000, ""time"": ""4:26""}, {""lat"": -80.4311, ""long"": -82.7436, ""alt"": 10000, ""time"": ""5:56""}, {""lat"": 17.8942, ""long"": 157.4617, ""alt"": 30000, ""time"": ""17:16""}, {""lat"": 52.5109, ""long"": -46.3439, ""alt"": 25000, ""time"": ""8:52""}, {""lat"": 64.2952, ""long"": 63.1515, ""alt"": 20000, ""time"": ""13:53""}, {""lat"": 45.7833, ""long"": -29.6923, ""alt"": 20000, ""time"": ""0:59""}, {""lat"": 50.1609, ""long"": 42.7992, ""alt"": 20000, ""time"": ""22:18""}, {""lat"": -9.2437, ""long"": 93.6682, ""alt"": 30000, ""time"": ""10:13""}, {""lat"": 78.5722, ""long"": -143.124, ""alt"": 15000, ""time"": ""23:02""}, {""lat"": 74.2908, ""long"": -44.2948, ""alt"": 30000, ""time"": ""15:14""}]","[{""flight_id"": ""INT6772"", ""alt"": 10000, ""time"": ""3:59"", ""wp"": ""WP2""}, {""flight_id"": ""INT3585"", ""alt"": 10000, ""time"": ""1:41"", ""wp"": ""WP1""}, {""flight_id"": ""INT5838"", ""alt"": 25000, ""time"": ""1:56"", ""wp"": ""WP2""}, {""flight_id"": ""INT8669"", ""alt"": 10000, ""time"": ""8:11"", ""wp"": ""WP1""}]",17,26,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP5""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}, {""type"": ""Govt"", ""wp"": ""WP3""}]","[{""alt"": 371, ""time"": ""19:07""}, {""alt"": 314, ""time"": ""11:44""}, {""alt"": 274, ""time"": ""14:50""}]","[{""zone"": ""City Area"", ""alt"": [2768, 4145], ""time_range"": ""8:47-21:33""}]",Low,Monsoon,0.36,4
FL2261,DEL,BOM,634,"[{""lat"": -77.9869, ""long"": 84.1807, ""alt"": 10000, ""time"": ""20:02""}, {""lat"": -28.3145, ""long"": -157.4186, ""alt"": 20000, ""time"": ""2:51""}, {""lat"": -81.233, ""long"": 82.9135, ""alt"": 15000, ""time"": ""15:43""}, {""lat"": -55.94, ""long"": 45.4194, ""alt"": 20000, ""time"": ""20:01""}, {""lat"": 63.5119, ""long"": -123.0934, ""alt"": 20000, ""time"": ""13:17""}, {""lat"": 50.7163, ""long"": -126.7403, ""alt"": 25000, ""time"": ""6:56""}, {""lat"": -54.2957, ""long"": 166.8849, ""alt"": 15000, ""time"": ""0:01""}, {""lat"": -41.7163, ""long"": -155.059, ""alt"": 25000, ""time"": ""23:11""}, {""lat"": -58.4515, ""long"": -75.2723, ""alt"": 15000, ""time"": ""22:06""}, {""lat"": -67.4743, ""long"": -147.2712, ""alt"": 30000, ""time"": ""8:40""}, {""lat"": -6.7678, ""long"": 41.2786, ""alt"": 15000, ""time"": ""6:59""}]","[{""flight_id"": ""INT2929"", ""alt"": 10000, ""time"": ""14:19"", ""wp"": ""WP4""}, {""flight_id"": ""INT5124"", ""alt"": 15000, ""time"": ""4:08"", ""wp"": ""WP4""}, {""flight_id"": ""INT3177"", ""alt"": 20000, ""time"": ""23:06"", ""wp"": ""WP4""}, {""flight_id"": ""INT2251"", ""alt"": 25000, ""time"": ""8:15"", ""wp"": ""WP1""}, {""flight_id"": ""INT1060"", ""alt"": 10000, ""time"": ""11:54"", ""wp"": ""WP4""}]",19,26,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""Govt"", ""wp"": ""WP2""}]","[{""alt"": 230, ""time"": ""6:24""}]","[{""zone"": ""City Area"", ""alt"": [1236, 4658], ""time_range"": ""9:00-22:45""}]",High,Summer,0.76,30
FL2262,BOM,HYD,1429,"[{""lat"": -9.1837, ""long"": 69.0615, ""alt"": 10000, ""time"": ""11:50""}, {""lat"": 38.1126, ""long"": -154.6127, ""alt"": 20000, ""time"": ""5:41""}, {""lat"": 65.7822, ""long"": 55.0533, ""alt"": 15000, ""time"": ""20:42""}, {""lat"": -34.7374, ""long"": -174.8966, ""alt"": 15000, ""time"": ""0:04""}, {""lat"": -22.71, ""long"": 170.4994, ""alt"": 25000, ""time"": ""17:10""}, {""lat"": -44.5965, ""long"": -174.4871, ""alt"": 15000, ""time"": ""2:38""}, {""lat"": -52.5715, ""long"": 84.5548, ""alt"": 25000, ""time"": ""9:56""}]","[{""flight_id"": ""INT4572"", ""alt"": 20000, ""time"": ""19:12"", ""wp"": ""WP1""}, {""flight_id"": ""INT1353"", ""alt"": 20000, ""time"": ""14:28"", ""wp"": ""WP1""}, {""flight_id"": ""INT6181"", ""alt"": 25000, ""time"": ""22:58"", ""wp"": ""WP1""}, {""flight_id"": ""INT6618"", ""alt"": 10000, ""time"": ""23:31"", ""wp"": ""WP4""}, {""flight_id"": ""INT9725"", ""alt"": 15000, ""time"": ""16:30"", ""wp"": ""WP1""}]",9,13,Negative,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP2""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [2719, 3943], ""time_range"": ""8:09-18:36""}]",High,Winter,0.45,16
FL2263,BLR,MAA,384,"[{""lat"": 57.2923, ""long"": -86.4701, ""alt"": 30000, ""time"": ""22:26""}, {""lat"": -77.3851, ""long"": 101.4174, ""alt"": 15000, ""time"": ""5:50""}, {""lat"": -53.9615, ""long"": 38.3347, ""alt"": 30000, ""time"": ""3:46""}, {""lat"": -71.4881, ""long"": -127.5551, ""alt"": 10000, ""time"": ""9:24""}, {""lat"": -5.8672, ""long"": -33.6703, ""alt"": 15000, ""time"": ""6:58""}, {""lat"": -70.4553, ""long"": 95.3459, ""alt"": 15000, ""time"": ""18:06""}, {""lat"": -64.6246, ""long"": -167.6101, ""alt"": 15000, ""time"": ""20:49""}, {""lat"": 3.4464, ""long"": 151.5692, ""alt"": 20000, ""time"": ""2:18""}, {""lat"": 33.8907, ""long"": -53.2599, ""alt"": 20000, ""time"": ""8:30""}]","[{""flight_id"": ""INT8929"", ""alt"": 20000, ""time"": ""23:55"", ""wp"": ""WP4""}]",8,4,Positive,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 422, ""time"": ""11:59""}, {""alt"": 208, ""time"": ""11:42""}]","[{""zone"": ""Near Airport"", ""alt"": [1781, 5121], ""time_range"": ""8:43-20:12""}]",Medium,Winter,0.66,28
FL2264,DEL,BOM,725,"[{""lat"": 53.9021, ""long"": 71.4495, ""alt"": 20000, ""time"": ""19:00""}, {""lat"": -35.914, ""long"": -108.0762, ""alt"": 25000, ""time"": ""6:15""}, {""lat"": -35.5637, ""long"": 75.5757, ""alt"": 10000, ""time"": ""11:29""}, {""lat"": 50.3172, ""long"": -131.5962, ""alt"": 30000, ""time"": ""5:49""}, {""lat"": -7.2752, ""long"": -60.9407, ""alt"": 10000, ""time"": ""10:18""}, {""lat"": -34.812, ""long"": 28.9619, ""alt"": 20000, ""time"": ""5:52""}]","[{""flight_id"": ""INT4740"", ""alt"": 25000, ""time"": ""17:12"", ""wp"": ""WP3""}, {""flight_id"": ""INT2775"", ""alt"": 15000, ""time"": ""15:28"", ""wp"": ""WP4""}, {""flight_id"": ""INT8603"", ""alt"": 10000, ""time"": ""13:48"", ""wp"": ""WP1""}, {""flight_id"": ""INT3831"", ""alt"": 15000, ""time"": ""7:58"", ""wp"": ""WP2""}]",10,26,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP2""}]","[{""alt"": 197, ""time"": ""3:15""}, {""alt"": 296, ""time"": ""6:30""}, {""alt"": 195, ""time"": ""16:03""}]","[{""zone"": ""Near Airport"", ""alt"": [2652, 3693], ""time_range"": ""9:48-22:40""}]",Medium,Winter,0.37,21
FL2265,VGA,HYD,840,"[{""lat"": -37.5749, ""long"": 148.7362, ""alt"": 15000, ""time"": ""16:14""}, {""lat"": -59.5019, ""long"": 170.2405, ""alt"": 25000, ""time"": ""6:25""}, {""lat"": 13.448, ""long"": -13.5359, ""alt"": 30000, ""time"": ""22:18""}, {""lat"": -79.1031, ""long"": -147.6362, ""alt"": 30000, ""time"": ""11:56""}, {""lat"": -78.3364, ""long"": -135.1816, ""alt"": 10000, ""time"": ""12:28""}]","[{""flight_id"": ""INT9604"", ""alt"": 15000, ""time"": ""9:36"", ""wp"": ""WP2""}, {""flight_id"": ""INT7186"", ""alt"": 15000, ""time"": ""16:45"", ""wp"": ""WP2""}]",25,0,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP3""}, {""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP1""}]","[{""alt"": 226, ""time"": ""16:25""}, {""alt"": 299, ""time"": ""14:27""}, {""alt"": 292, ""time"": ""4:25""}]","[{""zone"": ""Near Airport"", ""alt"": [2451, 3603], ""time_range"": ""7:16-22:58""}]",Medium,Winter,0.76,1
FL2266,VGA,MAA,1485,"[{""lat"": 55.8462, ""long"": 92.7035, ""alt"": 20000, ""time"": ""18:57""}, {""lat"": -43.3865, ""long"": -31.5667, ""alt"": 25000, ""time"": ""4:50""}, {""lat"": 58.0032, ""long"": -160.9723, ""alt"": 15000, ""time"": ""7:23""}, {""lat"": 54.669, ""long"": -29.1191, ""alt"": 15000, ""time"": ""19:40""}, {""lat"": 87.8422, ""long"": -41.5884, ""alt"": 20000, ""time"": ""7:27""}, {""lat"": -68.5111, ""long"": 61.6359, ""alt"": 20000, ""time"": ""18:02""}, {""lat"": -1.4416, ""long"": -168.9066, ""alt"": 20000, ""time"": ""19:35""}, {""lat"": -60.5067, ""long"": -44.6196, ""alt"": 10000, ""time"": ""13:54""}, {""lat"": -63.1652, ""long"": -129.7954, ""alt"": 15000, ""time"": ""13:50""}, {""lat"": 62.5626, ""long"": 9.7395, ""alt"": 10000, ""time"": ""7:52""}]","[{""flight_id"": ""INT4225"", ""alt"": 25000, ""time"": ""16:58"", ""wp"": ""WP4""}, {""flight_id"": ""INT6008"", ""alt"": 20000, ""time"": ""4:05"", ""wp"": ""WP2""}, {""flight_id"": ""INT7962"", ""alt"": 25000, ""time"": ""23:45"", ""wp"": ""WP2""}, {""flight_id"": ""INT5393"", ""alt"": 15000, ""time"": ""21:46"", ""wp"": ""WP3""}, {""flight_id"": ""INT9313"", ""alt"": 10000, ""time"": ""0:50"", ""wp"": ""WP2""}]",11,8,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""Govt"", ""wp"": ""WP5""}]",[],"[{""zone"": ""City Area"", ""alt"": [1360, 4673], ""time_range"": ""10:01-18:50""}]",High,Monsoon,0.67,13
FL2267,VGA,MAA,925,"[{""lat"": -65.388, ""long"": 74.1178, ""alt"": 15000, ""time"": ""16:56""}, {""lat"": 29.374, ""long"": -124.6567, ""alt"": 20000, ""time"": ""8:53""}, {""lat"": 52.0871, ""long"": -92.3831, ""alt"": 15000, ""time"": ""21:44""}, {""lat"": -29.7685, ""long"": 107.0031, ""alt"": 15000, ""time"": ""2:17""}, {""lat"": 2.7685, ""long"": 109.3166, ""alt"": 30000, ""time"": ""10:05""}, {""lat"": 68.3713, ""long"": -174.3728, ""alt"": 30000, ""time"": ""7:14""}, {""lat"": 24.6527, ""long"": -171.6253, ""alt"": 20000, ""time"": ""1:12""}, {""lat"": -82.4512, ""long"": -35.9251, ""alt"": 15000, ""time"": ""18:16""}, {""lat"": -57.3569, ""long"": -53.5526, ""alt"": 30000, ""time"": ""14:37""}]","[{""flight_id"": ""INT8155"", ""alt"": 15000, ""time"": ""22:27"", ""wp"": ""WP4""}, {""flight_id"": ""INT1687"", ""alt"": 25000, ""time"": ""23:56"", ""wp"": ""WP1""}, {""flight_id"": ""INT2136"", ""alt"": 20000, ""time"": ""17:06"", ""wp"": ""WP3""}, {""flight_id"": ""INT7949"", ""alt"": 15000, ""time"": ""1:40"", ""wp"": ""WP2""}]",10,19,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP1""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [2983, 4156], ""time_range"": ""8:35-18:28""}]",Low,Summer,0.35,10
