Flight ID,Destination,Airline,Aircraft Type,Scheduled Departure,Scheduled Arrival,Actual Departure,Actual Arrival,Traffic Volume (Nearby Flights ±5 mins),Sector Congestion (Intersections),Special Event (Rating out of 10),Day of the Week,Time of the Day,Weather Condition,Airport Operating Hours (Origin),Airport Operating Hours (Destination),Actual Travel Distance (Time Taken in mins),Suggested Travel Distance (Optimal Time in mins)
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:04 PM,9:21 PM,10:27 PM,6 flights scheduled within +/-5 mins,10:56 - Flight XYZ-ABC at 23722 ft,0,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,63,48
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:28 PM,9:26 PM,10:36 PM,4 flights scheduled within +/-5 mins,10:35 - Flight XYZ-ABC at 17003 ft,5,Sunday,Morning,Rain,05:00-23:00,05:00-23:00,57,55
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:51 PM,12:46 PM,2:33 PM,1 flights scheduled within +/-5 mins,9:15 - Flight XYZ-ABC at 27056 ft,0,Monday,Morning,Rain,05:00-23:00,05:00-23:00,63,49
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:31 PM,3:37 PM,4:39 PM,3 flights scheduled within +/-5 mins,10:28 - Flight XYZ-ABC at 22619 ft,7,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,60,48
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:49 PM,2:21 PM,4:20 PM,1 flights scheduled within +/-5 mins,8:33 - Flight XYZ-ABC at 26197 ft,7,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,52,47
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:37 PM,3:03 PM,4:45 PM,4 flights scheduled within +/-5 mins,7:45 - Flight XYZ-ABC at 26401 ft,7,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,57,54
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:25 PM,4:48 PM,6:28 PM,5 flights scheduled within +/-5 mins,9:17 - Flight XYZ-ABC at 17981 ft,7,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,60,47
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:27 PM,6:18 PM,7:26 PM,6 flights scheduled within +/-5 mins,8:37 - Flight XYZ-ABC at 17409 ft,0,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,50,55
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:55 PM,6:08 PM,7:11 PM,2 flights scheduled within +/-5 mins,10:31 - Flight XYZ-ABC at 17032 ft,10,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,63,55
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:42 PM,6:59 PM,8:57 PM,5 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 16051 ft,0,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,50,52
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:08 PM,7:04 PM,8:50 PM,1 flights scheduled within +/-5 mins,10:48 - Flight XYZ-ABC at 17516 ft,5,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,57,55
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:50 PM,7:19 PM,9:05 PM,6 flights scheduled within +/-5 mins,10:36 - Flight XYZ-ABC at 15316 ft,10,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,51,51
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:50 PM,7:53 PM,8:59 PM,1 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 20784 ft,5,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,60,51
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:52 PM,8:37 PM,10:12 PM,1 flights scheduled within +/-5 mins,8:50 - Flight XYZ-ABC at 20702 ft,10,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,61,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:35 PM,9:10 PM,11:09 PM,2 flights scheduled within +/-5 mins,10:25 - Flight XYZ-ABC at 16379 ft,0,Monday,Evening,Fog,05:00-23:00,05:00-23:00,49,48
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:46 PM,9:21 PM,11:16 PM,6 flights scheduled within +/-5 mins,7:14 - Flight XYZ-ABC at 17516 ft,5,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,54,54
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:30 PM,9:26 PM,11:24 PM,1 flights scheduled within +/-5 mins,10:30 - Flight XYZ-ABC at 24103 ft,10,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,45,49
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:16 PM,12:46 PM,2:31 PM,3 flights scheduled within +/-5 mins,10:28 - Flight XYZ-ABC at 19355 ft,5,Thursday,Afternoon,Fog,05:00-23:00,05:00-23:00,48,52
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:08 PM,3:37 PM,5:20 PM,6 flights scheduled within +/-5 mins,8:27 - Flight XYZ-ABC at 20933 ft,0,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,45,52
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:07 PM,2:21 PM,4:13 PM,5 flights scheduled within +/-5 mins,7:57 - Flight XYZ-ABC at 16895 ft,7,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,64,54
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:47 PM,3:03 PM,4:22 PM,4 flights scheduled within +/-5 mins,9:55 - Flight XYZ-ABC at 23819 ft,0,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,54,53
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:27 PM,4:48 PM,6:46 PM,6 flights scheduled within +/-5 mins,8:44 - Flight XYZ-ABC at 24020 ft,5,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,54,49
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:26 PM,6:18 PM,7:32 PM,4 flights scheduled within +/-5 mins,10:52 - Flight XYZ-ABC at 22306 ft,10,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,59,53
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:45 PM,6:08 PM,7:38 PM,1 flights scheduled within +/-5 mins,9:27 - Flight XYZ-ABC at 22615 ft,7,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,49,50
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:49 PM,6:59 PM,8:04 PM,6 flights scheduled within +/-5 mins,8:12 - Flight XYZ-ABC at 20370 ft,0,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,54,50
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:13 PM,7:04 PM,8:10 PM,1 flights scheduled within +/-5 mins,9:47 - Flight XYZ-ABC at 28650 ft,0,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,56,55
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:41 PM,7:19 PM,8:41 PM,2 flights scheduled within +/-5 mins,9:17 - Flight XYZ-ABC at 23670 ft,5,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,46,51
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:04 PM,7:53 PM,9:53 PM,3 flights scheduled within +/-5 mins,9:39 - Flight XYZ-ABC at 19032 ft,10,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,62,49
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:34 PM,8:37 PM,10:14 PM,4 flights scheduled within +/-5 mins,7:21 - Flight XYZ-ABC at 25988 ft,5,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,45,49
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:51 PM,9:10 PM,10:59 PM,6 flights scheduled within +/-5 mins,10:55 - Flight XYZ-ABC at 27647 ft,7,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,55,49
AI468,Delhi (DEL),Air India,A319,9:10 PM,11:06 PM,9:21 PM,10:55 PM,3 flights scheduled within +/-5 mins,9:51 - Flight XYZ-ABC at 19919 ft,5,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,61,48
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:32 PM,9:26 PM,10:50 PM,2 flights scheduled within +/-5 mins,8:11 - Flight XYZ-ABC at 17537 ft,10,Monday,Evening,Clear,05:00-23:00,05:00-23:00,60,46
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:32 PM,12:46 PM,2:09 PM,1 flights scheduled within +/-5 mins,8:57 - Flight XYZ-ABC at 24234 ft,7,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,62,48
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:54 PM,3:37 PM,5:23 PM,1 flights scheduled within +/-5 mins,10:35 - Flight XYZ-ABC at 17922 ft,0,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,45,53
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:01 PM,2:21 PM,3:47 PM,6 flights scheduled within +/-5 mins,8:31 - Flight XYZ-ABC at 18275 ft,0,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,48,53
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:31 PM,3:03 PM,4:24 PM,2 flights scheduled within +/-5 mins,7:39 - Flight XYZ-ABC at 29135 ft,7,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,55,49
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:06 PM,4:48 PM,6:38 PM,4 flights scheduled within +/-5 mins,7:54 - Flight XYZ-ABC at 21227 ft,0,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,53,53
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:21 PM,6:18 PM,7:45 PM,5 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 22457 ft,7,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,62,52
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:40 PM,6:08 PM,7:13 PM,6 flights scheduled within +/-5 mins,8:25 - Flight XYZ-ABC at 26034 ft,5,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,49,54
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:37 PM,6:59 PM,8:24 PM,2 flights scheduled within +/-5 mins,10:55 - Flight XYZ-ABC at 27374 ft,0,Friday,Morning,Rain,05:00-23:00,05:00-23:00,60,54
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:04 PM,7:04 PM,8:30 PM,5 flights scheduled within +/-5 mins,10:51 - Flight XYZ-ABC at 17788 ft,0,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,63,49
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:15 PM,7:19 PM,8:27 PM,6 flights scheduled within +/-5 mins,7:40 - Flight XYZ-ABC at 25772 ft,10,Thursday,Afternoon,Fog,05:00-23:00,05:00-23:00,59,46
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:25 PM,7:53 PM,9:41 PM,3 flights scheduled within +/-5 mins,9:47 - Flight XYZ-ABC at 23864 ft,7,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,50
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:01 PM,8:37 PM,10:08 PM,2 flights scheduled within +/-5 mins,8:13 - Flight XYZ-ABC at 15178 ft,10,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,57,50
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:17 PM,9:10 PM,10:35 PM,1 flights scheduled within +/-5 mins,8:50 - Flight XYZ-ABC at 25053 ft,5,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,49,52
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:17 PM,9:21 PM,10:41 PM,2 flights scheduled within +/-5 mins,8:46 - Flight XYZ-ABC at 27598 ft,7,Friday,Evening,Fog,05:00-23:00,05:00-23:00,61,55
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:27 PM,9:26 PM,10:48 PM,2 flights scheduled within +/-5 mins,7:27 - Flight XYZ-ABC at 21566 ft,7,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,52,50
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:19 PM,12:46 PM,2:30 PM,2 flights scheduled within +/-5 mins,10:24 - Flight XYZ-ABC at 21247 ft,0,Monday,Evening,Rain,05:00-23:00,05:00-23:00,47,46
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:45 PM,3:37 PM,5:08 PM,1 flights scheduled within +/-5 mins,10:14 - Flight XYZ-ABC at 18551 ft,5,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,56,52
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:45 PM,2:21 PM,3:45 PM,3 flights scheduled within +/-5 mins,7:55 - Flight XYZ-ABC at 17763 ft,0,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,48,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:56 PM,3:03 PM,4:28 PM,5 flights scheduled within +/-5 mins,7:45 - Flight XYZ-ABC at 27136 ft,10,Sunday,Morning,Rain,05:00-23:00,05:00-23:00,64,51
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:44 PM,4:48 PM,6:06 PM,2 flights scheduled within +/-5 mins,10:24 - Flight XYZ-ABC at 27167 ft,0,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,61,51
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,6:52 PM,6:18 PM,7:40 PM,2 flights scheduled within +/-5 mins,10:15 - Flight XYZ-ABC at 28532 ft,7,Wednesday,Morning,Rain,05:00-23:00,05:00-23:00,56,49
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,8:00 PM,6:08 PM,8:03 PM,3 flights scheduled within +/-5 mins,8:23 - Flight XYZ-ABC at 28730 ft,10,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,45,54
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:45 PM,6:59 PM,8:06 PM,5 flights scheduled within +/-5 mins,9:22 - Flight XYZ-ABC at 25013 ft,7,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,55,51
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:42 PM,7:04 PM,8:35 PM,3 flights scheduled within +/-5 mins,7:13 - Flight XYZ-ABC at 19510 ft,7,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,51,47
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:08 PM,7:19 PM,8:40 PM,5 flights scheduled within +/-5 mins,7:21 - Flight XYZ-ABC at 18668 ft,10,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,61,45
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:49 PM,7:53 PM,9:53 PM,4 flights scheduled within +/-5 mins,8:55 - Flight XYZ-ABC at 17134 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,46,55
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:37 PM,8:37 PM,10:21 PM,5 flights scheduled within +/-5 mins,8:50 - Flight XYZ-ABC at 16988 ft,7,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,65,52
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:40 PM,9:10 PM,10:23 PM,1 flights scheduled within +/-5 mins,9:52 - Flight XYZ-ABC at 16244 ft,7,Monday,Morning,Rain,05:00-23:00,05:00-23:00,56,46
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:30 PM,9:21 PM,11:21 PM,4 flights scheduled within +/-5 mins,9:28 - Flight XYZ-ABC at 25749 ft,10,Friday,Evening,Fog,05:00-23:00,05:00-23:00,49,54
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:44 PM,9:26 PM,10:57 PM,6 flights scheduled within +/-5 mins,9:40 - Flight XYZ-ABC at 22353 ft,5,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,49,50
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:30 PM,12:46 PM,2:37 PM,6 flights scheduled within +/-5 mins,8:19 - Flight XYZ-ABC at 20105 ft,10,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,53,55
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:50 PM,3:37 PM,4:51 PM,1 flights scheduled within +/-5 mins,10:51 - Flight XYZ-ABC at 23053 ft,5,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,56,54
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:32 PM,2:21 PM,4:18 PM,5 flights scheduled within +/-5 mins,7:17 - Flight XYZ-ABC at 15449 ft,0,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,51,47
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:55 PM,3:03 PM,4:54 PM,4 flights scheduled within +/-5 mins,8:52 - Flight XYZ-ABC at 23256 ft,5,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,52,54
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:08 PM,4:48 PM,6:22 PM,2 flights scheduled within +/-5 mins,10:21 - Flight XYZ-ABC at 19878 ft,7,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,58,52
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:25 PM,6:18 PM,7:41 PM,3 flights scheduled within +/-5 mins,8:12 - Flight XYZ-ABC at 15271 ft,0,Friday,Morning,Clear,05:00-23:00,05:00-23:00,59,51
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:14 PM,6:08 PM,7:37 PM,1 flights scheduled within +/-5 mins,10:48 - Flight XYZ-ABC at 21853 ft,0,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,48,52
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:31 PM,6:59 PM,8:55 PM,3 flights scheduled within +/-5 mins,7:51 - Flight XYZ-ABC at 23896 ft,10,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,45,53
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:47 PM,7:04 PM,8:53 PM,6 flights scheduled within +/-5 mins,10:29 - Flight XYZ-ABC at 27521 ft,5,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,45
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:17 PM,7:19 PM,9:02 PM,4 flights scheduled within +/-5 mins,9:10 - Flight XYZ-ABC at 24119 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,55,48
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:54 PM,7:53 PM,9:32 PM,3 flights scheduled within +/-5 mins,10:25 - Flight XYZ-ABC at 26373 ft,0,Monday,Morning,Clear,05:00-23:00,05:00-23:00,56,47
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:21 PM,8:37 PM,10:32 PM,6 flights scheduled within +/-5 mins,9:58 - Flight XYZ-ABC at 25621 ft,5,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,59,48
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:45 PM,9:10 PM,10:21 PM,5 flights scheduled within +/-5 mins,8:48 - Flight XYZ-ABC at 27789 ft,5,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,60,46
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:36 PM,9:21 PM,10:30 PM,6 flights scheduled within +/-5 mins,7:54 - Flight XYZ-ABC at 25731 ft,10,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,61,45
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:47 PM,9:26 PM,11:02 PM,4 flights scheduled within +/-5 mins,9:49 - Flight XYZ-ABC at 27177 ft,10,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,56,51
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:11 PM,12:46 PM,2:17 PM,3 flights scheduled within +/-5 mins,8:30 - Flight XYZ-ABC at 23957 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,56,52
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:09 PM,3:37 PM,5:05 PM,6 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 29958 ft,0,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,57,53
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:02 PM,2:21 PM,3:58 PM,2 flights scheduled within +/-5 mins,9:57 - Flight XYZ-ABC at 23796 ft,7,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,55,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:27 PM,3:03 PM,5:01 PM,4 flights scheduled within +/-5 mins,10:12 - Flight XYZ-ABC at 21039 ft,7,Monday,Afternoon,Rain,05:00-23:00,05:00-23:00,54,48
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:48 PM,4:48 PM,6:10 PM,1 flights scheduled within +/-5 mins,7:13 - Flight XYZ-ABC at 16662 ft,10,Friday,Evening,Fog,05:00-23:00,05:00-23:00,64,55
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:27 PM,6:18 PM,7:46 PM,1 flights scheduled within +/-5 mins,8:33 - Flight XYZ-ABC at 26207 ft,5,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,48,45
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:41 PM,6:08 PM,7:18 PM,3 flights scheduled within +/-5 mins,7:40 - Flight XYZ-ABC at 27894 ft,7,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,57,45
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:18 PM,6:59 PM,8:55 PM,3 flights scheduled within +/-5 mins,9:15 - Flight XYZ-ABC at 27643 ft,0,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,62,45
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:33 PM,7:04 PM,8:30 PM,2 flights scheduled within +/-5 mins,7:30 - Flight XYZ-ABC at 26437 ft,7,Sunday,Morning,Rain,05:00-23:00,05:00-23:00,55,54
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:57 PM,7:19 PM,9:19 PM,2 flights scheduled within +/-5 mins,10:11 - Flight XYZ-ABC at 25096 ft,5,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,47,45
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:21 PM,7:53 PM,9:35 PM,6 flights scheduled within +/-5 mins,9:19 - Flight XYZ-ABC at 27623 ft,7,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,65,48
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:45 PM,8:37 PM,10:24 PM,6 flights scheduled within +/-5 mins,9:31 - Flight XYZ-ABC at 20555 ft,10,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,64,46
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:37 PM,9:10 PM,10:40 PM,2 flights scheduled within +/-5 mins,9:38 - Flight XYZ-ABC at 22822 ft,5,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,57,49
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:24 PM,9:21 PM,10:30 PM,4 flights scheduled within +/-5 mins,8:26 - Flight XYZ-ABC at 24319 ft,0,Monday,Evening,Rain,05:00-23:00,05:00-23:00,49,48
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:57 PM,9:26 PM,11:02 PM,1 flights scheduled within +/-5 mins,9:39 - Flight XYZ-ABC at 29290 ft,5,Monday,Evening,Clear,05:00-23:00,05:00-23:00,62,52
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:21 PM,12:46 PM,2:20 PM,1 flights scheduled within +/-5 mins,7:51 - Flight XYZ-ABC at 17959 ft,5,Thursday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,49
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:29 PM,3:37 PM,4:59 PM,1 flights scheduled within +/-5 mins,7:23 - Flight XYZ-ABC at 20253 ft,10,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,49
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,4:09 PM,2:21 PM,4:07 PM,2 flights scheduled within +/-5 mins,10:16 - Flight XYZ-ABC at 18355 ft,5,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,54,47
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:22 PM,3:03 PM,4:24 PM,3 flights scheduled within +/-5 mins,8:49 - Flight XYZ-ABC at 22492 ft,0,Sunday,Afternoon,Rain,05:00-23:00,05:00-23:00,65,45
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:17 PM,4:48 PM,6:44 PM,3 flights scheduled within +/-5 mins,7:23 - Flight XYZ-ABC at 18085 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,48,48
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:45 PM,6:18 PM,8:07 PM,5 flights scheduled within +/-5 mins,8:23 - Flight XYZ-ABC at 18008 ft,0,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,62,48
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:27 PM,6:08 PM,7:33 PM,2 flights scheduled within +/-5 mins,9:38 - Flight XYZ-ABC at 18398 ft,5,Wednesday,Morning,Fog,05:00-23:00,05:00-23:00,63,50
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:56 PM,6:59 PM,8:32 PM,4 flights scheduled within +/-5 mins,7:35 - Flight XYZ-ABC at 27539 ft,7,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,62,50
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:16 PM,7:04 PM,8:48 PM,5 flights scheduled within +/-5 mins,9:17 - Flight XYZ-ABC at 24983 ft,7,Thursday,Morning,Clear,05:00-23:00,05:00-23:00,58,51
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:09 PM,7:19 PM,8:39 PM,1 flights scheduled within +/-5 mins,9:50 - Flight XYZ-ABC at 24606 ft,7,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,48,52
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,8:56 PM,7:53 PM,9:29 PM,4 flights scheduled within +/-5 mins,8:11 - Flight XYZ-ABC at 27088 ft,5,Saturday,Evening,Clear,05:00-23:00,05:00-23:00,53,52
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:13 PM,8:37 PM,10:24 PM,6 flights scheduled within +/-5 mins,8:17 - Flight XYZ-ABC at 19676 ft,5,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,54,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:06 PM,9:10 PM,10:54 PM,4 flights scheduled within +/-5 mins,8:50 - Flight XYZ-ABC at 16693 ft,10,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,54,47
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:14 PM,9:21 PM,10:26 PM,2 flights scheduled within +/-5 mins,9:11 - Flight XYZ-ABC at 21897 ft,5,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,56,45
