Pilot ID,Performance Level,Training Hours,Simulator Hours,Flight Experience (Years),Training Score,Performance Score,Incidents,Accidents,Aircraft Types Flown,Last Check Ride Score,Reaction Time (ms),Stress Level,Sleep Quality,Cognitive Flexibility Score,Psychological Condition Index
P014,Very Good,1225.31,645.8,12.64,82.58,43.55,1.77,1.42,4.17,57.48,451.24,8.09,4.78,102.28,63.43
P014,Very Good,1113.5,800.84,32.78,87.36,45.68,3.83,0.19,9.57,86.1,319.62,2.72,4.61,61.89,103.49
P014,Very Good,796.83,394.56,22.5,83.13,35.52,2.92,0.73,8.79,85.91,525.61,7.25,9.01,97.34,56.38
P014,Very Good,1225.38,828.95,5.56,87.85,30.1,0.95,0.6,7.41,78.03,396.71,3.5,6.97,69.77,81.27
P014,Very Good,1387.17,625.08,8.53,75.52,96.8,1.84,1.05,8.2,78.15,489.56,6.09,1.43,77.37,54.11
P014,Very Good,377.83,444.21,28.72,70.58,46.76,4.77,1.61,8.89,95.27,351.45,4.67,1.61,76.12,80.72
P014,Very Good,1150.85,794.38,11.52,102.2,45.93,4.8,0.38,5.46,80.38,448.89,5.04,1.81,60.04,69.7
P014,Very Good,760.33,862.58,28.8,77.64,74.33,3.09,1.71,7.62,74.06,500.07,2.75,7.01,66.27,98.35
P014,Very Good,1183.91,360.78,11.89,84.14,67.02,1.05,0.05,3.54,60.77,287.54,7.96,4.43,78.05,90.35
P014,Very Good,780.75,514.35,35.31,81.3,64.1,4.69,0.91,7.52,70.67,254.25,9.71,4.21,62.07,68.76
P014,Very Good,662.9,141.93,22.59,93.19,36.33,1.85,0.73,8.42,68.06,388.15,2.27,6.77,105.98,67.22
P014,Very Good,1087.68,620.04,23.15,89.85,68.3,2.23,1.52,3.74,81.36,229.94,9.85,9.79,62.66,82.8
P014,Very Good,533.91,270.5,13.86,80.2,15.37,1.13,1.42,4.38,101.9,230.17,3.73,4.11,56.32,99.95
P014,Very Good,1507.12,550.73,32.5,89.03,89.81,2.19,1.05,4.22,88.55,211.35,3.6,2.19,100.59,84.74
P014,Very Good,676.16,536.59,17.88,76.45,86.64,5.15,0.51,9.54,91.71,441.83,7.1,6.08,99.9,51.9
P014,Very Good,1594.33,480.52,8.33,87.27,36.47,0.81,0.79,8.81,67.35,214.56,1.46,9.68,85.99,100.64
P014,Very Good,762.92,324.84,11.24,90.45,1.44,1.69,0.95,7.12,64.6,215.45,1.55,9.39,69.23,94.65
P014,Very Good,542.8,362.87,10.73,66.4,62.45,2.08,0.24,9.86,69.21,244.52,2.24,3.74,60.73,98.28
P014,Very Good,741.21,412.28,7.78,102.08,49.48,4.6,0.82,10.24,90.8,423.08,4.33,7.12,78.56,97.8
P014,Very Good,1456.63,577.47,6.42,71.75,47.77,5.09,1.34,1.98,65.32,546.4,3.89,10.29,81.06,88.97
P014,Very Good,1493.92,545.49,21.0,86.43,71.85,3.22,0.79,1.64,73.19,420.76,8.4,5.36,89.83,95.46
P015,Unacceptable,690.78,71.9,16.45,60.25,4.25,2.07,0.6,5.07,36.92,121.65,4.29,1.51,36.55,32.73
P015,Unacceptable,686.48,497.76,12.15,50.99,39.15,1.5,0.31,3.51,55.74,293.09,4.76,4.44,28.23,48.11
P015,Unacceptable,615.04,302.11,13.42,48.12,54.36,2.14,0.45,5.0,49.87,257.46,1.07,2.84,44.58,31.82
P015,Unacceptable,326.45,395.91,8.83,34.64,16.21,1.66,0.08,4.55,50.68,284.13,2.67,5.26,57.56,61.47
P015,Unacceptable,487.58,450.11,9.06,60.5,35.58,1.37,0.97,3.31,46.69,178.09,4.18,4.88,49.12,33.26
P015,Unacceptable,274.68,338.76,15.7,36.87,32.02,1.08,0.83,2.33,36.02,272.44,1.48,5.04,34.94,49.7
P015,Unacceptable,403.74,382.37,22.21,37.24,46.97,1.75,0.09,2.09,42.89,237.9,4.24,2.22,41.99,34.82
P015,Unacceptable,473.82,91.8,3.68,50.87,21.79,1.21,1.25,1.57,55.33,179.08,1.07,3.92,47.04,56.85
P015,Unacceptable,451.19,307.49,6.57,50.37,35.59,0.09,0.95,5.72,52.5,166.48,2.16,0.75,50.01,56.59
P015,Unacceptable,678.24,100.29,10.08,61.8,31.34,2.25,0.93,0.85,27.86,175.93,5.0,2.37,45.86,33.42
P015,Unacceptable,499.68,179.11,19.45,54.74,56.96,0.05,0.14,3.32,57.23,254.94,2.92,4.13,34.14,43.87
P015,Unacceptable,644.92,179.1,1.87,48.75,1.08,1.0,0.56,2.91,38.64,140.7,4.18,1.38,46.88,34.97
P015,Unacceptable,420.23,422.15,12.2,48.25,61.69,0.78,1.03,3.33,55.95,222.82,3.47,2.52,42.47,49.35
P015,Unacceptable,446.3,174.46,15.96,51.05,39.85,0.13,0.87,3.4,35.71,117.39,5.37,4.28,57.85,46.32
P015,Unacceptable,231.93,403.51,11.63,59.04,13.17,1.67,0.52,3.86,52.39,225.19,4.76,4.64,52.73,40.46
P015,Unacceptable,606.76,175.86,6.14,51.42,2.52,0.79,1.02,2.25,60.62,168.33,5.39,4.71,53.12,63.55
P015,Unacceptable,358.88,116.0,1.86,49.56,13.71,2.8,0.48,1.5,44.22,200.23,3.94,4.67,38.38,48.19
P015,Unacceptable,445.78,264.97,3.85,49.11,49.21,0.89,0.89,4.26,56.51,187.95,3.36,4.55,55.45,59.38
P015,Unacceptable,565.3,102.65,12.7,48.45,51.54,2.59,0.23,4.05,53.8,174.12,4.4,1.22,55.42,36.92
P015,Unacceptable,444.95,217.67,16.88,41.27,18.41,2.08,1.02,2.94,43.16,327.59,5.38,2.89,41.96,63.41
P015,Unacceptable,293.08,359.21,18.94,43.47,6.9,1.45,0.19,4.11,48.93,247.17,1.97,1.7,66.51,52.91
P015,Unacceptable,474.65,314.34,6.72,69.53,51.42,2.33,0.31,4.54,48.68,203.31,1.07,4.03,34.69,32.41
P015,Unacceptable,213.84,360.64,22.71,43.47,19.71,2.04,0.11,6.31,38.35,115.79,2.2,3.75,55.57,62.71
P015,Unacceptable,883.99,299.71,6.92,39.78,7.33,2.81,0.71,1.76,52.15,139.68,3.92,5.54,59.85,28.23
P015,Unacceptable,187.79,493.67,15.31,40.62,3.36,1.06,0.28,0.88,54.77,298.04,1.71,6.73,48.24,64.05
P015,Unacceptable,630.15,313.73,16.21,49.35,29.57,1.94,0.32,4.88,47.29,205.64,2.98,1.15,42.6,35.15
P015,Unacceptable,376.51,225.49,15.86,54.86,28.19,2.46,1.17,1.12,29.23,206.58,1.31,4.21,56.99,52.37
P015,Unacceptable,810.99,407.89,5.88,39.87,41.56,2.14,0.55,3.87,39.98,143.77,1.58,1.94,41.47,29.03
P015,Unacceptable,471.66,427.13,17.45,39.45,27.03,1.44,0.95,2.41,56.11,215.2,3.13,3.55,49.21,43.42
P015,Unacceptable,636.44,241.3,15.39,37.23,29.49,0.03,1.27,2.57,31.92,269.4,6.13,4.67,56.96,55.47
P015,Unacceptable,405.12,86.71,20.47,34.61,11.86,0.26,1.25,2.69,41.83,201.68,2.82,0.78,50.06,49.45
P015,Unacceptable,996.77,226.02,19.98,56.37,58.04,0.29,0.46,1.37,53.84,141.74,1.73,3.67,35.47,48.18
P015,Unacceptable,548.1,131.49,18.77,64.66,39.54,2.74,0.46,1.71,63.22,206.52,5.08,2.86,33.31,69.01
P015,Unacceptable,485.45,438.09,2.81,48.9,38.15,3.09,0.42,4.61,51.82,292.9,1.03,0.68,43.23,62.32
P015,Unacceptable,750.17,223.97,2.98,44.56,12.16,0.14,0.96,5.65,44.89,269.19,5.04,1.38,49.02,36.7
P015,Unacceptable,318.6,87.26,15.98,48.48,51.15,1.74,0.54,2.54,35.68,277.02,5.08,4.15,32.87,35.98
P015,Unacceptable,224.1,228.02,17.61,44.86,1.75,0.07,0.56,2.32,51.77,265.18,3.67,1.15,55.42,66.59
P015,Unacceptable,933.37,85.14,17.78,37.12,19.43,1.91,0.66,0.83,39.9,206.66,2.09,1.61,60.6,34.26
P015,Unacceptable,325.31,447.48,19.42,58.71,55.29,0.35,0.15,2.92,31.91,204.05,2.58,5.08,52.65,47.51
P015,Unacceptable,698.55,289.61,13.97,43.59,19.26,2.07,0.02,5.99,48.43,247.9,2.58,0.85,43.29,45.34
P015,Unacceptable,649.38,110.28,8.47,39.46,10.74,2.5,0.92,4.9,41.03,278.94,4.7,2.2,53.11,59.07
P015,Unacceptable,697.06,461.44,4.42,50.59,22.02,1.78,0.46,2.34,37.56,211.66,3.38,5.38,43.94,57.48
P015,Unacceptable,749.33,278.82,1.16,46.01,1.76,0.9,0.1,3.28,50.16,237.06,2.1,6.43,43.61,48.75
P015,Unacceptable,454.03,151.65,2.83,56.57,17.44,2.53,0.7,4.37,27.01,166.3,5.8,2.89,46.19,58.94
P015,Unacceptable,324.37,211.25,16.59,50.74,20.8,2.36,0.4,4.17,61.41,173.32,4.74,3.74,48.76,51.36
P015,Unacceptable,855.57,309.15,4.73,34.4,5.72,1.04,0.73,5.01,35.95,254.47,3.43,1.26,51.67,66.93
P015,Unacceptable,605.05,62.17,5.68,41.39,3.84,0.8,0.95,5.6,52.12,151.2,3.51,4.92,42.46,41.52
P015,Unacceptable,462.87,543.61,15.93,44.93,28.53,1.38,1.24,6.62,45.46,157.09,0.86,6.07,38.8,45.12
P015,Unacceptable,302.28,173.91,18.24,61.41,11.82,2.6,0.99,3.96,46.73,195.12,3.48,3.23,32.56,58.17
P015,Unacceptable,953.56,241.63,24.36,46.17,14.25,0.87,0.99,3.51,52.56,191.81,1.12,4.58,59.41,44.68
P015,Unacceptable,729.59,372.41,19.54,49.57,20.84,0.95,0.32,1.37,29.18,332.72,4.33,0.63,47.56,52.17
P015,Unacceptable,526.74,332.24,3.17,42.62,13.62,0.47,0.68,2.02,28.58,122.64,3.15,4.02,58.07,38.62
P015,Unacceptable,899.15,281.83,1.72,58.99,36.04,0.89,1.24,3.22,37.57,150.88,2.74,1.74,48.61,39.6
P015,Unacceptable,767.44,302.31,22.75,59.95,2.6,0.96,1.06,4.44,46.24,143.13,0.99,2.36,52.58,40.74
P015,Unacceptable,428.61,523.75,13.16,58.74,56.96,3.22,0.99,2.9,30.59,283.01,2.04,2.35,60.75,32.59
P015,Unacceptable,283.15,361.61,6.62,43.51,8.17,0.02,0.46,3.78,37.99,252.85,1.38,4.77,40.82,56.86
P015,Unacceptable,501.55,306.34,3.57,54.36,25.18,2.46,0.29,2.38,32.11,233.08,1.37,1.38,57.14,34.52
P015,Unacceptable,646.72,344.53,11.2,52.26,57.48,0.99,0.18,3.57,63.4,322.36,2.97,3.23,47.24,50.3
P015,Unacceptable,266.46,402.92,27.38,48.63,0.46,1.37,0.55,3.89,53.1,154.33,0.76,0.95,54.78,56.66
P015,Unacceptable,413.89,135.88,6.79,41.4,14.54,0.46,0.84,5.7,38.11,206.04,1.51,3.85,50.15,33.44
P015,Unacceptable,201.95,399.79,20.94,51.73,10.55,2.45,0.4,2.0,44.2,212.78,2.05,0.89,45.29,40.37
P015,Unacceptable,889.3,188.62,25.64,40.14,8.57,0.79,0.69,2.9,45.63,141.9,4.12,3.73,49.04,53.04
P015,Unacceptable,441.3,366.77,18.71,51.63,11.13,2.95,1.18,2.81,35.39,282.93,2.28,4.86,49.8,49.77
P015,Unacceptable,440.65,387.31,14.39,46.5,2.15,3.01,0.98,1.87,34.34,223.24,5.11,4.79,65.81,41.94
P015,Unacceptable,797.59,92.4,12.89,31.49,45.63,3.19,1.06,1.49,39.38,245.71,0.91,1.92,41.67,55.53
P015,Unacceptable,531.57,328.92,6.25,37.01,14.93,1.0,0.64,2.1,38.26,151.32,1.85,3.43,49.1,56.94
P015,Unacceptable,218.72,99.88,0.85,40.82,33.74,2.06,0.09,5.69,35.36,162.17,4.22,5.65,51.2,36.77
P015,Unacceptable,613.79,341.73,7.28,41.41,53.44,0.38,0.67,5.16,31.99,132.93,5.0,2.22,38.88,28.74
P015,Unacceptable,238.0,223.29,4.51,59.11,13.86,2.24,0.74,1.18,52.64,273.15,5.27,3.81,28.75,37.96
P015,Unacceptable,566.34,117.43,0.95,53.29,15.11,1.74,1.33,1.47,40.22,127.18,5.5,2.61,55.28,39.52
P015,Unacceptable,779.16,133.21,18.08,48.28,45.61,2.14,0.21,3.62,38.49,186.75,4.84,3.56,52.79,48.03
P015,Unacceptable,418.94,428.37,23.26,46.42,43.7,1.68,0.91,4.16,46.62,173.49,1.05,6.32,58.66,62.18
P015,Unacceptable,720.88,340.82,22.5,42.44,3.94,1.43,1.35,2.99,44.89,264.56,5.54,4.4,50.11,54.02
P015,Unacceptable,627.65,381.87,21.62,57.11,20.63,2.16,0.1,3.53,40.17,195.92,1.13,4.44,45.85,58.63
P015,Unacceptable,390.97,465.05,21.14,42.72,35.54,0.3,0.7,2.88,46.86,294.11,1.98,5.83,34.22,36.12
P015,Unacceptable,596.62,396.56,3.25,57.17,45.06,1.17,0.66,3.7,47.5,141.01,4.68,2.75,29.59,45.46
P015,Unacceptable,287.28,236.16,22.61,42.95,33.91,2.73,0.06,2.17,36.18,153.69,1.86,1.43,45.8,44.32
P015,Unacceptable,733.63,112.34,5.61,57.62,56.47,1.65,1.18,6.6,33.58,234.0,1.15,6.05,46.65,40.61
P015,Unacceptable,931.24,389.58,14.22,47.05,17.34,2.62,0.72,4.09,55.85,118.72,4.78,3.23,43.83,57.73
P015,Unacceptable,370.41,70.88,10.32,39.75,41.58,0.75,0.55,3.91,41.63,231.92,1.95,1.54,48.72,45.12
P015,Unacceptable,921.97,163.52,7.69,53.97,43.72,1.64,1.08,3.88,43.2,214.78,2.88,6.58,39.16,67.91
P015,Unacceptable,863.65,445.27,1.51,55.08,15.45,1.03,0.0,4.61,41.78,238.62,1.9,5.81,42.78,31.17
P015,Unacceptable,586.87,312.46,17.76,42.13,52.24,1.88,0.9,3.97,35.64,226.61,4.37,2.0,46.6,46.93
P015,Unacceptable,227.21,360.59,15.33,50.67,29.78,0.73,0.26,3.2,52.51,342.28,1.37,4.11,65.35,44.0
P015,Unacceptable,491.72,162.08,21.69,54.87,41.54,0.55,0.48,6.39,40.71,262.85,3.13,4.95,38.34,40.06
P015,Unacceptable,468.78,353.27,22.12,41.32,9.52,0.37,0.52,2.34,39.72,245.04,5.33,5.34,42.1,45.13
P015,Unacceptable,984.41,175.06,15.39,40.16,38.56,1.33,0.66,2.27,44.21,234.22,1.04,2.49,59.77,44.44
P015,Unacceptable,382.21,74.6,9.2,38.69,3.8,0.96,0.31,2.02,49.46,290.73,3.69,3.97,33.62,35.0
P015,Unacceptable,872.85,160.68,1.28,48.76,10.61,2.42,0.37,1.87,35.65,190.54,4.83,0.92,43.39,48.86
P015,Unacceptable,622.11,97.49,20.32,44.13,52.31,0.81,0.37,1.44,58.97,132.64,4.08,3.05,44.37,52.45
P015,Unacceptable,639.58,72.69,15.27,45.04,56.13,1.62,0.76,4.78,46.73,296.29,5.52,3.72,40.86,55.82
P015,Unacceptable,566.4,108.24,12.99,41.66,45.45,2.41,1.19,2.06,62.53,289.26,0.92,1.97,47.34,44.1
P015,Unacceptable,360.03,492.91,6.66,46.61,16.95,0.47,0.45,4.3,32.27,264.99,2.59,4.01,46.88,41.29
P015,Unacceptable,570.17,177.39,5.94,58.9,4.49,0.33,0.9,5.83,68.59,246.66,1.0,2.14,34.49,38.69
P015,Unacceptable,753.71,278.88,3.91,52.4,57.13,1.17,0.32,5.31,57.9,236.99,2.17,2.64,59.67,43.2
P015,Unacceptable,809.41,444.52,5.03,38.05,10.63,0.24,0.58,2.87,34.31,278.74,2.41,3.88,59.89,43.89
P015,Unacceptable,992.54,408.05,10.73,40.37,52.81,1.79,0.51,3.57,32.69,122.12,4.0,6.02,44.37,34.15
P015,Unacceptable,721.06,245.97,20.04,39.82,59.57,0.76,1.21,2.37,60.98,111.23,6.07,1.21,46.68,36.72
P015,Unacceptable,275.73,117.33,1.87,48.67,43.36,0.13,0.65,4.46,32.82,146.92,4.99,2.13,59.64,55.35
P015,Unacceptable,308.44,197.02,11.01,41.86,61.99,1.48,0.81,1.43,40.61,179.79,4.01,1.68,38.0,49.43
P016,Excellent,753.06,559.81,25.99,84.04,4.61,0.55,0.81,1.92,112.56,572.93,1.79,3.24,113.68,77.74
P016,Excellent,1614.74,958.02,31.89,120.19,61.25,0.43,0.03,10.17,103.53,252.38,10.17,8.94,97.2,75.31
P016,Excellent,1437.07,848.62,16.51,81.3,75.9,3.98,1.82,11.63,61.07,528.72,8.08,11.95,99.95,57.76
P016,Excellent,787.94,404.98,38.51,102.68,13.49,1.3,1.07,3.58,81.67,633.45,9.42,8.2,87.19,64.61
P016,Excellent,1273.45,292.35,31.3,88.18,1.01,1.74,1.38,10.1,66.58,404.03,7.14,8.99,64.92,92.61
P016,Excellent,1199.68,919.33,44.62,71.7,66.39,5.38,1.88,10.66,92.03,538.75,3.54,9.81,92.69,98.36
P016,Excellent,1058.09,707.7,7.54,97.67,16.04,2.49,1.56,10.15,76.8,622.43,5.89,12.75,64.9,98.19
P016,Excellent,1535.43,517.87,14.19,114.41,18.31,2.5,2.0,7.96,86.37,443.87,6.15,6.08,69.51,88.19
P016,Excellent,741.98,309.41,40.87,106.94,85.39,3.69,1.47,6.96,80.44,293.4,7.99,4.48,100.52,70.45
P016,Excellent,956.07,719.92,45.69,99.06,44.17,0.8,2.24,11.23,94.43,395.96,9.9,10.63,109.59,76.35
P016,Excellent,1087.74,885.79,15.73,85.83,85.01,5.51,1.57,3.17,74.36,423.86,7.42,7.3,88.67,90.03
P016,Excellent,933.89,348.25,27.6,72.57,100.7,0.84,2.43,11.82,86.33,470.22,1.59,7.82,101.32,119.59
P016,Excellent,1034.45,358.01,6.96,100.82,2.51,3.91,2.51,7.42,119.53,269.95,11.71,12.17,89.69,64.41
P016,Excellent,754.12,264.81,5.98,113.49,91.32,2.21,0.9,6.81,61.65,476.34,7.44,11.27,65.11,94.74
P016,Excellent,1340.3,754.35,35.42,111.22,65.94,0.7,1.08,1.68,72.41,271.28,3.81,9.4,80.88,64.23
P016,Excellent,787.44,816.35,38.34,124.88,16.64,2.92,0.41,4.28,79.44,356.02,9.69,6.82,105.21,68.1
P016,Excellent,870.32,596.2,30.05,83.84,34.04,5.02,1.01,11.59,71.32,349.99,9.55,8.55,69.81,98.46
P016,Excellent,1287.28,196.54,6.77,98.88,0.58,0.83,1.09,7.96,109.88,411.42,6.95,10.17,64.46,126.25
P016,Excellent,1373.61,696.61,23.79,108.91,87.54,4.07,2.41,4.34,94.63,314.81,8.63,7.18,122.41,90.14
P016,Excellent,934.64,427.17,49.63,102.31,18.16,3.23,0.8,7.91,73.67,373.51,4.89,6.97,117.18,83.77
P016,Excellent,1644.21,129.07,37.85,76.85,27.09,5.24,0.32,2.51,102.59,408.22,4.57,6.94,110.31,100.89
P016,Excellent,1285.6,213.25,29.22,84.32,5.6,1.36,0.58,3.3,120.5,326.84,6.22,9.18,72.47,74.82
P016,Excellent,1872.88,142.1,21.21,84.15,10.93,6.27,1.92,3.55,88.84,378.73,6.67,8.29,66.5,94.04
P016,Excellent,835.28,801.76,19.96,75.98,34.82,5.58,0.41,10.67,79.13,401.28,8.28,7.4,107.15,111.18
P016,Excellent,650.4,895.35,13.32,76.42,1.18,5.65,0.85,11.8,123.87,273.91,6.87,9.81,112.47,101.36
P016,Excellent,1647.05,210.11,8.41,77.54,11.67,3.18,0.71,10.49,115.56,335.12,11.45,3.14,71.78,80.0
P016,Excellent,1082.27,382.02,22.46,102.35,9.54,3.45,0.04,4.74,108.35,606.07,5.63,5.7,64.74,85.16
P016,Excellent,836.76,903.3,22.97,83.27,98.3,4.63,1.58,3.82,96.81,629.64,1.7,7.94,71.47,96.87
P016,Excellent,796.61,252.67,32.3,79.35,85.37,0.85,1.87,1.41,83.33,380.5,11.61,4.6,106.24,125.75
P016,Excellent,1087.66,154.22,34.21,105.77,66.23,2.51,1.56,8.88,92.76,301.56,12.09,5.69,104.39,74.45
P016,Excellent,603.62,618.8,3.94,92.74,50.26,4.89,2.39,8.29,116.97,407.88,3.04,9.55,107.97,123.37
P016,Excellent,1793.66,585.77,14.81,88.61,79.77,2.24,0.31,10.96,88.14,532.63,11.95,10.48,75.03,67.84
P016,Excellent,1248.51,374.09,42.33,97.62,27.28,2.78,1.31,8.56,98.33,422.74,9.36,10.77,112.09,85.34
P016,Excellent,1448.58,145.76,8.67,121.9,109.5,0.78,1.92,11.67,124.86,399.22,4.16,2.52,108.02,86.14
P016,Excellent,1101.36,130.95,42.59,87.13,35.4,5.3,0.4,2.84,103.27,446.42,11.64,4.27,91.61,128.3
P016,Excellent,1018.82,395.18,28.23,85.11,37.37,6.31,0.78,6.1,65.56,513.74,5.49,3.58,104.33,107.76
P016,Excellent,1635.62,325.9,46.02,88.12,5.46,4.14,0.59,5.67,117.98,287.88,4.42,10.49,84.85,98.65
P016,Excellent,862.59,876.33,48.42,102.55,77.77,2.09,2.01,6.72,88.94,509.48,11.61,2.16,95.01,70.45
P016,Excellent,1007.6,612.74,39.21,86.77,42.06,1.16,0.84,11.01,90.31,251.86,10.92,12.05,79.54,112.62
P016,Excellent,549.36,621.81,5.45,74.66,38.03,2.77,1.04,10.11,115.52,283.93,9.74,3.01,111.46,87.06
P016,Excellent,622.57,843.57,2.72,82.32,60.53,4.01,2.25,6.42,75.42,340.7,2.88,10.95,70.42,109.73
P016,Excellent,1913.05,740.89,8.95,82.84,58.77,1.68,1.92,6.73,122.19,499.14,6.53,11.02,68.92,99.28
P016,Excellent,747.88,454.96,9.96,79.79,38.35,0.95,1.14,3.02,84.17,380.33,5.01,5.12,100.24,113.52
P016,Excellent,727.11,679.87,50.07,69.75,5.5,4.42,1.46,3.22,109.86,294.21,1.63,5.08,111.24,116.54
P016,Excellent,1371.66,248.69,16.13,94.59,114.07,0.9,0.01,2.81,62.09,514.62,9.88,7.06,118.25,104.92
P016,Excellent,636.45,285.39,23.86,95.18,117.98,3.24,0.26,5.07,123.08,279.98,9.15,2.53,98.32,71.19
P016,Excellent,1244.45,860.58,24.11,71.79,80.71,3.41,0.53,10.02,91.69,274.98,8.44,6.03,86.87,126.67
P016,Excellent,1117.73,470.62,20.1,78.03,42.15,3.03,1.51,6.24,75.76,417.96,7.33,10.71,110.24,90.33
P016,Excellent,1406.87,839.07,5.5,101.7,75.18,1.94,0.13,6.21,67.14,400.89,1.26,5.97,97.96,101.12
P016,Excellent,856.14,379.02,42.17,73.72,109.61,1.93,1.79,7.38,101.57,452.93,1.66,5.32,103.34,104.44
P016,Excellent,546.05,599.77,27.01,97.27,42.12,3.53,2.31,5.43,101.41,302.31,7.99,5.73,79.84,104.37
P016,Excellent,607.75,237.92,31.65,101.82,81.45,1.58,2.06,10.13,85.11,429.91,9.47,5.54,89.9,115.06
P016,Excellent,610.07,515.29,6.03,121.76,56.66,0.56,1.57,4.23,73.19,472.75,9.75,7.51,108.48,63.47
P016,Excellent,1004.33,401.2,15.2,85.46,107.81,4.36,0.76,10.61,67.81,329.88,5.92,10.31,82.05,115.63
P016,Excellent,1163.56,580.42,19.47,97.49,13.87,4.72,1.33,2.18,95.76,351.75,8.63,2.28,75.56,72.11
P016,Excellent,624.37,655.85,30.88,111.8,55.93,1.97,1.58,9.58,66.89,337.63,5.09,2.37,113.67,94.31
P016,Excellent,754.78,496.14,9.99,92.6,76.97,0.8,1.49,6.98,61.84,443.06,10.23,4.09,94.84,111.11
P016,Excellent,1709.7,357.56,27.34,116.83,35.47,0.75,0.68,10.08,101.91,561.11,9.28,9.52,93.81,108.75
P016,Excellent,1148.69,760.68,1.27,89.16,103.05,3.69,0.26,3.11,107.28,443.48,9.96,6.02,122.01,91.72
P016,Excellent,1399.52,511.15,19.94,106.25,56.74,0.69,0.53,3.38,57.64,346.51,6.02,5.42,90.9,110.85
P016,Excellent,1565.28,587.65,28.4,70.31,1.39,5.02,1.17,5.04,60.39,597.99,11.53,8.58,97.41,91.64
P016,Excellent,1197.46,372.41,3.5,116.2,102.32,2.02,0.23,9.16,111.46,554.22,3.06,10.24,117.79,61.98
P016,Excellent,1515.65,759.26,39.66,86.51,76.82,1.07,2.39,1.95,118.34,482.21,8.4,2.73,124.54,95.48
P016,Excellent,785.34,809.69,15.26,109.02,89.63,1.01,2.12,6.8,102.06,319.74,8.77,4.9,75.31,108.85
P016,Excellent,1132.76,895.32,39.9,107.85,2.29,4.22,0.75,9.3,109.91,523.85,10.62,8.85,102.38,124.64
P016,Excellent,1029.44,346.02,39.68,80.08,128.02,0.69,1.41,11.14,77.25,355.43,12.17,5.7,69.6,109.91
P016,Excellent,792.23,627.95,36.68,113.54,91.11,1.51,0.35,7.0,106.17,366.39,10.22,8.51,84.73,115.18
P016,Excellent,1324.12,510.74,8.09,88.86,68.82,2.68,1.47,3.92,99.02,498.28,4.13,10.67,102.05,116.75
P016,Excellent,572.68,715.92,29.72,107.81,111.28,2.82,1.04,5.69,101.78,517.75,4.07,11.44,98.66,92.19
P016,Excellent,1869.32,843.37,18.61,95.14,8.69,3.49,0.18,8.92,63.31,247.52,2.98,10.78,81.55,72.2
P016,Excellent,714.81,264.74,6.8,84.55,30.44,2.94,1.97,3.04,115.6,401.06,9.34,5.33,68.42,114.06
P016,Excellent,1460.1,424.1,6.42,105.46,63.18,1.27,0.16,3.14,70.47,260.1,3.6,7.52,105.05,112.15
P016,Excellent,771.1,321.13,28.57,99.56,55.3,2.89,1.88,1.7,98.38,543.99,10.48,7.69,127.94,98.29
P016,Excellent,1661.23,419.82,35.91,101.57,41.81,3.44,1.47,1.84,65.36,450.33,2.42,2.54,79.0,87.3
P016,Excellent,796.75,135.98,35.59,106.91,66.74,3.65,2.4,3.01,119.29,381.45,3.21,9.59,125.32,80.55
P016,Excellent,483.49,500.87,45.15,69.55,28.47,4.75,1.77,3.85,98.04,311.78,8.38,1.91,71.42,68.22
P016,Excellent,489.38,835.11,18.58,90.0,28.97,6.01,0.32,1.73,65.53,423.14,4.7,2.09,78.6,100.77
P016,Excellent,1809.53,453.0,10.5,123.95,29.86,1.92,0.29,2.01,100.02,466.61,4.37,1.93,80.62,94.43
P016,Excellent,1035.85,594.19,24.57,103.67,35.26,4.77,0.22,5.2,108.08,260.46,2.59,4.02,77.54,99.3
P016,Excellent,1179.47,791.23,27.9,108.97,59.54,4.08,0.73,5.06,109.48,309.08,4.69,7.34,68.69,82.27
P016,Excellent,1616.42,260.7,20.73,104.38,23.87,4.93,0.95,11.08,63.99,288.78,7.26,2.37,85.85,113.24
P016,Excellent,931.54,188.96,38.46,104.47,117.95,4.15,0.89,6.94,88.37,589.43,5.23,5.82,57.94,103.19
P016,Excellent,1397.84,574.64,38.46,84.28,34.08,4.5,1.49,2.13,60.8,478.53,10.53,6.0,117.67,128.19
P016,Excellent,1834.4,560.27,38.55,111.73,110.99,0.98,1.93,3.84,74.23,259.25,7.66,8.87,112.04,69.33
P016,Excellent,1563.94,960.4,30.36,113.33,69.69,3.51,1.41,2.65,94.21,380.32,2.93,8.01,83.96,68.81
P016,Excellent,686.89,539.32,35.34,88.43,68.81,6.2,1.45,3.23,82.44,266.22,3.62,4.83,72.38,108.65
P016,Excellent,662.93,489.47,6.21,100.74,44.2,4.22,0.35,8.85,63.12,271.47,4.13,4.05,88.47,75.69
P016,Excellent,554.93,329.8,1.66,79.43,84.91,2.39,0.06,6.52,77.77,501.76,11.01,9.62,68.13,79.61
P016,Excellent,688.66,769.45,43.15,93.61,91.16,5.67,0.1,4.89,100.47,329.36,11.54,3.86,91.11,103.84
P016,Excellent,1664.62,485.07,30.51,105.35,42.01,6.1,1.6,7.4,96.35,330.47,2.1,5.05,84.06,101.63
P016,Excellent,1162.18,646.28,27.24,97.48,36.94,5.87,2.38,10.1,94.5,539.61,11.63,5.79,84.56,125.67
